Course number	Course name	Units	Department	Description	Instructors	Days	Start time	End time	Location
60-451	Advanced DP3: Concepts of Figuration	10.0	Art	This course encourages creative exploration of the human image beyond observational figure drawing. We will be thinking of the figure as a symbol to explore narrative, anthropological, cultural, sociopolitical, gender, and dream-life imaging.  Through these lenses the figure becomes primary to the understanding of personal or group identity, place, sexuality and gender identification. Figure drawing is open to the use of traditional and extreme image making methods including observational and fictional representations or other conceptual premises relevant to the successful presentation of privately held concerns.  Emphasis will be on experimentation with both material and image.  The class will consist of studio time, critique, readings, and discussion.	Devan Shimoyama	2<>4	1830	2120	CFA 313
60-453	Advanced DP3: Painting	10.0	Art	In this course you will be encouraged to expand your skills and develop a personal vision, while maintaining a spirit of investigation into the developmental process, the magic, the illusion and the physical reality of painting.  The professor will act as critic and advisor as students work independently developing self-generated ideas and setting personal goals. We will meet as a class for group critiques, discussions, presentations on the practical aspects of the profession, and slide lectures on contemporary artists.	Martin Prekop	2<>4	0830	1120	CFA 4TH FL
60-473	Books, Zines, and Multiples	10.0	Art	In this course, we will explore the possibilities for working with books, zines, and multiples as democratic prints, sculptural objects, site for time-based narratives, drawing, writing, documentation and so on. Students will be encouraged to experiment with a range of approaches to subject matter and form, with an eye on the relationship between originals and copies.	Kimberly Beck	2<>4	1330	1620	MM B2
60-474	Seduction and Sedition	10.0	Art	Dont Wait For the Draft or perpetuate militainment, global apartheid, market shock doctrine or internet stagnation through acquiescence.  We will analyze propaganda, literally that which is to be spread, from many sources and create our own in this blended seminar/studio course.  In considering alternative tactics of communication and dissemination through encounters with internationally renowned historians, reporters, artists and activists, we will create arts of independence and media pragmatism, working in small cross-disciplinary teams.  Heightened public interest during the fall presidential elections will enhance co-production and urgency.    As in any economic model we will take scarce resources (accurate information), turn them into commodities (artwork or aesthetic experience) and distribute these (through a variety of vehicles) to consumers (audience, participants).   Course Objectives   In successfully completing this course, students should be able to: * concentrate wealth into fewer and fewer hands * develop a bottom-line profit orientation * over rely on government and corporate sources of news * avoid offending the powerful * worship religiously the market economy and oppose alternate beliefs   (seriously) Learning Outcomes In successfully completing this course, students will: * gain knowledge in and connect social activism, international relations, public policy, communication, tactical media, realpolitik, the digital * spectacular or the cultural imaginary in relation to the arts * work collaboratively through intense multiple-pronged projects of public address * identify, research, and articulate urgent issues verbally and in writing * create visual, aural, temporal or performative critical art and discuss that of others	Andrew Johnson	2<>4	1830	2120	CFA 308
60-475	Advanced DP3: Print Media	10.0	Art	This course offers an inclusive definition of print media that recognizes historical and contemporary tools, techniques and practice. Reproductive image making will be addressed within the context of traditional print media equipment, digital arts output and experimental methods. Essays and lectures on contemporary artists will aid student knowledge of current dialogue and strategies for addressing the printed impression. This course expands upon the theoretical and conceptual themes introduced in Print Media I with emphasis on student-conceived projects led by faculty advising.	Imin Yeh	1<>3	0830	1120	DH C300
60-484	Mining the Museum	10.0	Art	This course will provide the unique opportunity to do site-specific artworks that are inspired by and respond to museum collections in the Pittsburgh region. The class will meet in a different off-campus location each week. Students will have unprecedented access to the back room collections and libraries of several museums of art, science and culture and will use these as opportunities to rethink the meaning of these artifacts and specimens. Inspiration and readings will include Fred Wilson, The Museum of Jurassic Technology, Morbid Anatomy, The Center for PostNatural History and others.	Richard Pell	2<>4	1330	1620	OFF CAMP
60-494	Advanced CP/ETB: Pop Cabaret	10.0	Art	Pop Cabaret: Performance Art at the Andy Warhol Museum   STUDENTS INTERESTED IN TAKING THIS COURSE SHOULD CONTACT: suziesilver@cmu.edu   Using the theater at the Andy Warhol Museum as playground and performance space, students will create short solo and group performances. Some themes and strategies may include: Camp, Lo-Fi Glamour, Neo-Burlesque, Musical Mayhem, Expanded Cinema of the Mind, Alien Vaudeville, Spectacles of Failure, Stand-Up Tragedy, New-Age Jesters, Cosmic Troubadours, Psychedelic Bards, Movement Magic, Beautiful Noise, Imploding Vinyl Escapable, Exotic Masquerade and much, much more  During the course of the semester the class will produce and stage two performance evenings attended by the public in the Andy Warhol Museum Theater.  Open to students from all majors. No prerequisite required. What is required? An open mind, a willingness to work hard alone and as part of a team, a sense of humor, a desire to take risks and perform on stage in front of an audience.   Pop Cabaret combines ideas and strategies from the visual arts with techniques and methods of experimental theater and performance. Pop Cabaret is inspired by Dada, Fluxus, the Downtown NYC performance art and experimental theater scene from the 1960s to the present, vaudeville and the variety theater.   Artists and performers who serve as inspiration for Pop Cabaret include: Jack Smith, Karen Finley, Ethyl Echelberger, Guillermo Gomez Pena, Vaginal Davis, John Kelly, Justin Vivien Bond, Miranda July, Annie Sprinkle, Narcissister, Darkmatter, Lois Weaver, Peggy Shaw, Shana Moulton, Penny Arcade, Carolee Schneemann, Spalding Gray, Leigh Bowery, David Sedaris, Lady Bunny, Coco Fusco, Diamanda Galas and many more.	Suzie Silver	5	0900	1150	OFF CAMP
60-496	ACTIVATED ANAMORPHS: Performative Inhabitables and Interactive Prostheses	10.0	Art	This interdisciplinary project and performance based studio course will concentrate on the contemporary relationship between wearable sculpture, prosthetic apparatus, DIY costume, and identity-based performance. Class time will be spent designing and fabricating performative devices that alter, augment, mask, and transform the body and its inherent abilities. Guest instructors from across the College of Fine Arts will provide lectures, critique, and workshops to offer students multiple perspectives and techniques. Students will work in a variety of media, unveiling the meanings expressed through materials and investigating new ways to interact with our physical environment through explorations in the adaptation, translation, enhancement, exaggeration, modification, and mutation of the human body. The course will involve student collaboration across disciplines, as well as rehearsals and public performances. Open to third year/ juniors and above. Faculty: Scott Andrew	Scott Andrew	2<>4	1330	1620	DH B305
60-499	Studio Independent Study	None	Art	A tutorial studio in which an Art student works individually on a self-generated project under the supervision of a School of Art faculty member.  Prior to enrolling in Independent Study, the student must complete an Independent Study Proposal form (available in the bins on the 3rd floor of CFA) which is signed by the faculty member and the Assistant Head of the School of Art.      Prerequisite: Art Junior/Senior status and by instructor permission.	Mark Cato<>Keni Jefferson	NA	NA	NA	NA
60-590	Internship	None	Art	Art Internships are open to all BFA, BHA, BSA and BCSA Art students. Internships may take place with appropriate individuals or organizations within or outside of Carnegie Mellon University. The requirements for an internship are in the School of Art Handbook (available at the School of Art website). Prior to being enrolled for an internship, students must complete an Internship Proposal Form, which defines the goals of the internship. This form must be signed by their site supervisor and approved by the Assistant Head of the School of Art. Forms are available in the bins on the 3rd floor of CFA.  Junior and Senior Art majors only.	Mark Cato	NA	NA	NA	NA
60-599	Exchange Independent Study	None	Art	Independent Study option available ONLY to visiting Art international exchange students.	Instructor TBA	NA	NA	NA	NA
60-701	M.F.A. Academic Seminar	12.0	Art	This is a required graduate academic seminar course for all MFA Art students. Throughout the term topics in art history, theory, and/or criticism will be touched upon that specifically relate to issues concerning studio artists. The seminar format of the course will emphasize class discussion and critical writing.  Students will be expected to participate actively in discussions about the assigned readings and contemporary issues.  There will be specific writing assignments, and class discussion. The course will explore a wide range of work that incorporates new artistic strategies that take into account the evolving forms of new media, virtual reality, digital video, and the Internet. School of Art MFA students only.  In the Fall semester the course is team taught, with numerous School of Art faculty and guests leading discussions on a wide variety of topics.	Instructor TBA	2	1830	2120	CFA 307
60-703	M.F.A. Studio	None	Art	Supervised individual studio work.  12-24 units.  Open to first and second-year School of Art MFA students only.	Keni Jefferson	NA	NA	NA	NA
60-705	M.F.A. Project	36.0	Art	Supervised work on a culminating project.  36 units.  School of Art third-year MFA students only.	Keni Jefferson	NA	NA	NA	NA
60-706	M.F.A. Contextual Practice	12.0	Art	A supervised student-initiated project in conjunction with a context or targeted audience outside the university. For School of Art first and second-year MFA students only.	Jon Rubin	1	1830	2120	CFA 303
60-746	Expanded Theater Fusion Studio	12.0	Art	As the boundaries between theater, art, entertainment and everyday life continue to expand through engagement with new technologies, it is critical that emerging artists and technologists be provided with the tools, language, and vision to thrive in the new millennium.  Expanded Theater will reanimate classical modes of performance with media, networks, robotics, locative applications, and mobile systems. Considering theater as an ancient technology of mass participation and social cohesion, this fusion studio explores how emerging technologies can expand upon the basic theatrical relationships in new and culturally relevant ways.  Collaboration and integration of design, media and storytelling is critical to this approach.  Experimentation with new forms can reanimate the basic values of theater; the essential nature of a live event, the possibility of visionary spectacle, and the creation of meaning in dialogue with an audience. Expanded Theater is an opportunity to explore avenues outside of traditional theatrical production modes and beyond each students individual discipline.  The curriculum combines resources from Carnegie Mellons Schools of Art and Drama, Integrative Design, Arts, and Technology (IDeATe), the Emerging Media Masters (EM2), Computer Science, the Robotics Institute, and their collaborators across the university in a new configuration.  Expanded Theater will explore domains ranging from site specific and networked-based performance and interventionist practices, to pervasive social media technologies and their influence on interpersonal communication.  The goal is to investigate contemporary languages that allow authors, actors and technologists to collaborate in ways that push beyond our present understanding of theatrical production and reception.	Lawrence Shea<>Ali Momeni	2<>4	1500	1620	HL A10A
60-750	Machining for Non-Machinists	4.5	Art	A short course for students, faculty and staff employed in robotics, engineering, quality control, purchasing, drafting, testing etc., who want to become familiar with Computer Aided Design and Computer Aided Manufacturing (CAD/CAM).  The course includes training in the operation of Manual and Computer Numerical Control (CNC) machine tools. General topics include: Print reading, Tolerances / Gauging, Machining Processes, CNC Machining, and CAD/CAM Programming Applications.    This course in designed in a modular form. A student may select any one or more of these modules when enrolling:    Course Modules:    Introduction to Machining, Manual Machine tools, Prints / Tools / Gauges, Manual Machine Projects    Computer Aided Design ,Drafting and Print Reading, Computer Aided Manufacturing (CAM), CAD/CAM programming applications, 2D / 3D / Solid Modeling    CNC machining, CNC Machine Tools, G and M Codes, Tool paths, CNC Machining projects, CNC Turning projects    Milling, Advanced Milling    Lathe, Advanced Lathe	Lawrence Hayhurst	NA	NA	NA	NA
60-774	M.F.A. Independent Study	None	Art	A tutorial studio in which a student works individually on a self-generated project under the supervision of a School of Art faculty member.  Prior to enrolling in Independent Study, the student must complete an Independent Study Proposal form (available in the bins on the 3rd floor of CFA) which is signed by the faculty member and the Assistant Head of the School of Art.	Instructor TBA	NA	NA	NA	NA
60-791	M.F.A. Integrative Seminar	12.0	Art	Graduate level seminar designed to include any or all of the following components over six semesters: history of ideas with an emphasis on aesthetics; contemporary theory; contemporary issues in visual art; research and bibliographic construction; critical writing; contextual concerns; and critique of creative work.  This seminar also integrates the three aspects of the MFA program: the School of Art base, university affiliation and community action.  School of Art MFA students only.	Susanne Slavick	4	1830	2120	CFA 303
62-010	Pittsburgh Filmmakers	9.0	CFA Interdisciplinary	Any of Pittsburgh Filmmakers full semester course offerings are available for registration through the CFA Deans Office.  Visit www.pfm.edu for listings.  Registration can only be done on or after your scheduled registration day.  Spaces are limited.  Stop by CFA 100 for details and to register.	Instructor TBA	NA	NA	NA	NA
62-050	Study Abroad	0.0	CFA Interdisciplinary	None	Instructor TBA	NA	NA	NA	NA
62-105	Exploring Pittsburgh	6.0	CFA Interdisciplinary	TBA	Francesca Torello	2<>4	1030	1150	MM 303
62-110	Passport to the Arts	9.0	CFA Interdisciplinary	Exploring Audience and Ideas in the Arts: Passport is an introductory level course that explores the philosophy of aesthetics through direct attendance at performances and exhibitions. The course is constructed in modules that represent each school within the College of Fine Arts (architecture, art, design, drama and music) building toward cross-disciplinary practice. Each module contains a guest lecture, event attendance, and follow-up discussion which serve as points of entry into each discipline as well as points of comparison within the arts as a whole. These three components provide a direct link between theory and practice allowing students to gain a critical vocabulary to discuss their experiences.    Outside of class, supplementary readings, audience participation, and written reflections provide an opportunity for students to use course material to enrich their own artistic practice. Ultimately, students are asked to consider their roles as an artist: within their discipline, within the arts, and within the broader community. This course concludes with a final symposium/exhibition of participating students.	Kristen Kovak	5	1130	2450	MM 103
62-141	Black and White Photography I	10.0	CFA Interdisciplinary	This course will teach you the basic craft of photography from exposure of the negative through darkroom developing and printing to print finishing and presentation. Content includes student presentations, class discussions, shooting assignments, darkroom sessions and class critiques. We will concentrate not only on the technical aspects of photography, but also the aesthetics of seeing with a camera. The course concentrates on photography as a fine art -- what is unique to it and the concerns that are shared with other visual arts, such as composition, tonal values, etc. and aims to equip students with an understanding of the formal issues and the expressive potentials of the medium.  Lab fee and 35mm manual camera required. Each student is responsible for the cost of paper and film.	Martin Prekop	2<>4	1330	1620	MM B10
62-141	Black and White Photography I	10.0	CFA Interdisciplinary	This course will teach you the basic craft of photography from exposure of the negative through darkroom developing and printing to print finishing and presentation. Content includes student presentations, class discussions, shooting assignments, darkroom sessions and class critiques. We will concentrate not only on the technical aspects of photography, but also the aesthetics of seeing with a camera. The course concentrates on photography as a fine art -- what is unique to it and the concerns that are shared with other visual arts, such as composition, tonal values, etc. and aims to equip students with an understanding of the formal issues and the expressive potentials of the medium.  Lab fee and 35mm manual camera required. Each student is responsible for the cost of paper and film.	Elizabeth Griffin	1<>3	0830	1120	MM B10
62-141	Black and White Photography I	10.0	CFA Interdisciplinary	This course will teach you the basic craft of photography from exposure of the negative through darkroom developing and printing to print finishing and presentation. Content includes student presentations, class discussions, shooting assignments, darkroom sessions and class critiques. We will concentrate not only on the technical aspects of photography, but also the aesthetics of seeing with a camera. The course concentrates on photography as a fine art -- what is unique to it and the concerns that are shared with other visual arts, such as composition, tonal values, etc. and aims to equip students with an understanding of the formal issues and the expressive potentials of the medium.  Lab fee and 35mm manual camera required. Each student is responsible for the cost of paper and film.	Aaron Blum	2<>4	0830	1120	MM B10
62-142	Digital Photography I	10.0	CFA Interdisciplinary	This course explores digital photography and digital printing methods. By semesters end students will have knowledge of contemporary trends in photography, construction (and deconstruction) of photographic meaning, aesthetic choices, and the use of color. Students will learn how digital cameras work, proper digital workflow, RAW file handling, color management and Adobe Photoshop. Through the combination of the practical and theoretical, students will better define their individual voices as photographers. No prerequisites.	Dylan Vitone	1<>3	1330	1620	MM B2
62-150	IDeATe: Introduction to Media Synthesis and Analysis	10.0	CFA Interdisciplinary	IDeATe portal course - New creative industries are empowering new modes of collaborative consumption, creation and reuse of media. This often relies on successful collaborations between cross-trained artists, designers and technologists as well as critical reflection on distribution, participation, interaction and audience. This course is designed to prepare engineers and scientists to work in these contexts. By the end of the course, students will be able to think critically across several media theory paradigms; formulate the intent of their creative work; articulate relationships to art/design practice and theory; and respond insightfully to creative outcomes. The goal is not just to make creative media rich outcomes but also to think critically about their production.   The class will introduce core concepts through foundational texts, in-class exercises, collaborative projects, and group critique. Students will ground concepts such as critical design, computational performance, embodiment, emergence, composition, participatory interfaces, and media editing through hands-on, applied exploration. Weekly lab sessions will also support the development of new skills and practical development of digitally mediated content. Please note that there may be usage/materials fees associated with this course	Daragh Byrne	2<>4	0900	1020	HL 106B
62-207	IDeATe: Variational Geometry I	6.0	CFA Interdisciplinary	This course will introduce concepts and strategies for the modeling and development of complex computational geometry for 3D printing purposes and introduce algorithmic thinking using the Rhinoceros McNeel platform and Grasshopper plugin. This course is intended for students with no or little 3-D modeling skills to advance their abilities in modeling, digital prototyping and visual communication.	Dana Cupkova	5	0930	1120	CFA 317
62-225	Generative Modeling	9.0	CFA Interdisciplinary	TBA	Joshua Bard	2<>4	1500	1620	HL 106B
62-241	Black and White Photography II	10.0	CFA Interdisciplinary	This course extends the traditional darkroom process of silver printing from Black and White Photography I, with an emphasis on aesthetic development, personal artistic growth, and formal image evaluation. Skills covered include medium and large format cameras, advanced darkroom printing techniques, exhibition presentation, and film scanning for inkjet output. Studio work involves both group critique and individual direction from the instructor. Students should expect to produce a finely-printed body of work by the end of the semester.               Prerequisites: 62141 or 60141 or 51265 or consent of instructor.	Jamie Gruzska	1<>3	1330	1620	MM B10
62-245	Portrait Photography	10.0	CFA Interdisciplinary	Portrait Photography explores the emotional and visual process of collaboration between subject and photographer that creates a photograph. Well use cameras of all formats and levels of sophistication to create portraits in the studio and on location. Well find and exploit available light and create artificial light to complete our vision, and well explore a wide range of darkroom strategies to support and add richness to our final print. Through film and video well meet some of the masters of this form like Arbus, Newman, Avedon and Penn, and well take advantage of any opportunities to visit exhibitions and photographers studios.  Lab fee required. Prerequisites: As listed or consent of instructor.	Mark Perrott	1<>3	0830	1120	MM B14
62-247	Introduction to Hot Glass I	3.0	CFA Interdisciplinary	In this introductory Hot Glass I class, you will learn to gather molten glass from the furnace, and then shape it into various forms from paperweights to simple blown shapes such as cups and bowls in clear glass. The instruction will focus on a team approach to glassblowing, with an emphasis on safety, proper tool use, basic techniques, and materials. You?ll never drink from a glass again without appreciating what went into making it This class is appropriate for students with limited or no hot shop experience.   You may also wish to take this class a second time in order to continue to develop and refine basic skills before moving on to Hot II. The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Each time you take it, you will gain confidence and skill as your passion for glass grows.   Registration for Pittsburgh Glass Center classes can only be done on or after your scheduled registration day. Spaces are limited. Registration is done on a first come, first served basis. Please go to CFA 100 to register. Course fee is 287.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	2	0930	2430	NA
62-247	Introduction to Hot Glass I	3.0	CFA Interdisciplinary	In this introductory Hot Glass I class, you will learn to gather molten glass from the furnace, and then shape it into various forms from paperweights to simple blown shapes such as cups and bowls in clear glass. The instruction will focus on a team approach to glassblowing, with an emphasis on safety, proper tool use, basic techniques, and materials. You?ll never drink from a glass again without appreciating what went into making it This class is appropriate for students with limited or no hot shop experience.   You may also wish to take this class a second time in order to continue to develop and refine basic skills before moving on to Hot II. The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Each time you take it, you will gain confidence and skill as your passion for glass grows.   Registration for Pittsburgh Glass Center classes can only be done on or after your scheduled registration day. Spaces are limited. Registration is done on a first come, first served basis. Please go to CFA 100 to register. Course fee is 287.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	2	1830	2130	NA
62-247	Introduction to Hot Glass I	3.0	CFA Interdisciplinary	In this introductory Hot Glass I class, you will learn to gather molten glass from the furnace, and then shape it into various forms from paperweights to simple blown shapes such as cups and bowls in clear glass. The instruction will focus on a team approach to glassblowing, with an emphasis on safety, proper tool use, basic techniques, and materials. You?ll never drink from a glass again without appreciating what went into making it This class is appropriate for students with limited or no hot shop experience.   You may also wish to take this class a second time in order to continue to develop and refine basic skills before moving on to Hot II. The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Each time you take it, you will gain confidence and skill as your passion for glass grows.   Registration for Pittsburgh Glass Center classes can only be done on or after your scheduled registration day. Spaces are limited. Registration is done on a first come, first served basis. Please go to CFA 100 to register. Course fee is 287.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	3	1230	0330	NA
62-247	Introduction to Hot Glass I	3.0	CFA Interdisciplinary	In this introductory Hot Glass I class, you will learn to gather molten glass from the furnace, and then shape it into various forms from paperweights to simple blown shapes such as cups and bowls in clear glass. The instruction will focus on a team approach to glassblowing, with an emphasis on safety, proper tool use, basic techniques, and materials. You?ll never drink from a glass again without appreciating what went into making it This class is appropriate for students with limited or no hot shop experience.   You may also wish to take this class a second time in order to continue to develop and refine basic skills before moving on to Hot II. The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Each time you take it, you will gain confidence and skill as your passion for glass grows.   Registration for Pittsburgh Glass Center classes can only be done on or after your scheduled registration day. Spaces are limited. Registration is done on a first come, first served basis. Please go to CFA 100 to register. Course fee is 287.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	4	1230	0330	NA
62-247	Introduction to Hot Glass I	3.0	CFA Interdisciplinary	In this introductory Hot Glass I class, you will learn to gather molten glass from the furnace, and then shape it into various forms from paperweights to simple blown shapes such as cups and bowls in clear glass. The instruction will focus on a team approach to glassblowing, with an emphasis on safety, proper tool use, basic techniques, and materials. You?ll never drink from a glass again without appreciating what went into making it This class is appropriate for students with limited or no hot shop experience.   You may also wish to take this class a second time in order to continue to develop and refine basic skills before moving on to Hot II. The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Each time you take it, you will gain confidence and skill as your passion for glass grows.   Registration for Pittsburgh Glass Center classes can only be done on or after your scheduled registration day. Spaces are limited. Registration is done on a first come, first served basis. Please go to CFA 100 to register. Course fee is 287.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	6	0930	2430	NA
62-247	Introduction to Hot Glass I	3.0	CFA Interdisciplinary	In this introductory Hot Glass I class, you will learn to gather molten glass from the furnace, and then shape it into various forms from paperweights to simple blown shapes such as cups and bowls in clear glass. The instruction will focus on a team approach to glassblowing, with an emphasis on safety, proper tool use, basic techniques, and materials. You?ll never drink from a glass again without appreciating what went into making it This class is appropriate for students with limited or no hot shop experience.   You may also wish to take this class a second time in order to continue to develop and refine basic skills before moving on to Hot II. The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Each time you take it, you will gain confidence and skill as your passion for glass grows.   Registration for Pittsburgh Glass Center classes can only be done on or after your scheduled registration day. Spaces are limited. Registration is done on a first come, first served basis. Please go to CFA 100 to register. Course fee is 287.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	0	0930	2430	NA
62-249	Links and Doodads	3.0	CFA Interdisciplinary	Learn to work with Borosilicate glass to construct a variety of components that can be pieced together to create one of a kind jewelry wearables.  Class will cover a broad range of skills and techniques from beadmaking, pendants, chain links and more.  Design ideas will be discussed during the first class and students will let their imagination go from there. No experience necessary.   Class tuition includes 2 hours of open studio time per student to be used during the same class session. This will help students become familiar with the studio and learn the simple process of studio rental outside of class hours.    Registration can only be done on your scheduled registration day and is done on a first come, first serve basis. Please go to CFA 100 to sign up. Spaces are limited. Course fee is 175. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	3	1830	2130	NA
62-250	Beginner Beadmaking	3.0	CFA Interdisciplinary	If youre fascinated by baubles, bangles and beads, this is the class for you. You will make many glass beads as you learn the basic skills of heating Moretti (soft) glass, applying it to the mandrel, and shaping it with tools. You will learn to make round beads and alter the shape and add decorative color with techniques like encasing, dots, frits, and trails. The class fee includes 2 hours of open studio time per student, so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours.       Registration can only be done on your scheduled registration day and is done on a first come, first serve basis. Please go to CFA 100 to sign up. Spaces are limited. Course fee is 175. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	6	1530	1830	NA
62-255	Imagery: Powder Printing and More!	3.0	CFA Interdisciplinary	Explore the endless possibilities of the printed image in kilnformed glass. In this class you will learn relief, powder printing and alternative print methods to make rich imagery on glass. We will discuss concept and design while incorporating layering, multiple firings, and basic coldworking to make your pieces. From the abstract to the representational you will leave the class wit ha number of samples and finished works, as well as the fundamentals to continue printing in your home studio. No previous printmaking experience necessary. The class fee includes 2 hours of open studio time per student, so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours.   Registration can only be done on your scheduled registration day and is done on a first come, first serve basis. Please go to CFA 100 to register. Spaces are limited. Course fee is 217.50. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	0	0930	2430	NA
62-258	Raising Cane	3.0	CFA Interdisciplinary	Put another twist on the traditional art of pulled fancy glass cane. Filgrana, Zanfirico and Lattachino will be covered. Dont let the fancy Italian names intimidate you  your fearless instructor Fig will help you all the way. You will learn to draw out glass and combine colors into fantastic patterns. Once the canes are complete, you will learn how to use the cane to design marbles, beads and sculptural items. This class is great for beginners or intermediate students who have never worked with cane.  Class tuition includes 2 hours of open studio time per student to be used during the same class session. This will help students become familiar with the studio and learn the simple process of studio rental outside of class hours.  Registration can only be done on your scheduled registration day and is done on a first come, first serve basis. Please go to CFA 100 to sign up. Spaces are limited. Course fee is 175. Not eligible for PCHE Cross Registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	6	1230	0330	NA
62-261	Cold Cuts and Lamination	3.0	CFA Interdisciplinary	Step into the cold shop and learn how to operate all the basic equipment. Cut and grind blocks of glass into multiple sections and then glue them back together using dyed glues. Learn other gluing procedures as well as surface techniques. The class fee includes 2 hours of additional studio time per student, so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours.    Registration takes place in CFA 100 on or after your regularly scheduled registration day. Space is limited. Registration is first come, first served. Course fee is 135. Class is taught at Pittsburgh Glass Center.	Svenja Drouven	4	1830	2130	NA
62-326	Photographic Narrative	9.0	CFA Interdisciplinary	Most photographs tell stories. We see photographs in newspapers, magazines, snapshot albums, on the web, in books, and in posters. In these contexts photographs often work with words to convey meaning, whether they are shown with captions, news stories, or just with titles. Photographs can work without words, too, to create purely visual narratives.  In this course, students will make two series of photographs: one that is fiction and one that is non-fiction. In addition to making photographs, students will determine the context in which their photo-stories will be seen. Students may make photo books, for example, or decide that their images will be seen on a website.  While students are making photographs, we will explore the rich traditions of photo-graphic story-telling that range from the world-oriented work of photo-journalist W. Eugene Smith to the documentarians such as Walker Evans, Nicholas Nixon, and Alec Soth. We will look at photographers, too, who constructed private worlds, such as Duane Michals, Cindy Sherman, Bruce Charlesworth, and Laurie Simmons. As students explore both fiction and non-fiction through photographs, we will look at the interesting interplay between words and photographic images; how images are paced and scaled to create tempos; how photographs are sequenced to tell stories; and other formal elements involved in creating visual narratives.  Prerequisite: a college level photography course or consent of instructor.	Charlee Brodsky	5	0830	1120	MM 121
62-344	Exploration of the Mosaic	3.0	CFA Interdisciplinary	Explore the art of the traditional glass mosaic. We will start by designing and creating a mosaic window using traditional glass applications and grouting techniques. Then we will go 3D by mosaicking your choice of a found object or a bowling ball to make your very own gazing ball. The class fee includes 2 hours of open studio time per student, so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours.   Registration takes place in CFA 100 on or after your regularly scheduled registration day. Space is limited. Registration is first come, first served. Course fee is 200. Class is taught at Pittsburgh Glass Center.	Svenja Drouven	3	1230	0330	NA
62-347	Hot Glass II	3.0	CFA Interdisciplinary	Now that youre hooked on hot glass, how do you keep the momentum going? By enrolling in Hot II, you will become more proficient working with glass. Refine and vary the cup and bowl shape in the first few weeks before moving on to more complex shapes. Explore basic methods of color application and learn how to troubleshoot common problems.   The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Hot I, 24 hours experience, or permission of the instructor required.   Registration can only be done on your scheduled registration day and is done on a first come, first serve basis. Please go to CFA 100 to sign up. Spaces are limited. Course fee is 287.50. Not eligible for PCHE cross registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	2	1230	0330	NA
62-347	Hot Glass II	3.0	CFA Interdisciplinary	Now that youre hooked on hot glass, how do you keep the momentum going? By enrolling in Hot II, you will become more proficient working with glass. Refine and vary the cup and bowl shape in the first few weeks before moving on to more complex shapes. Explore basic methods of color application and learn how to troubleshoot common problems.   The class fee includes 1 hour of open studio time per student (2 hours with a partner), so that students can become familiar with the studio and learn the simple process of studio rental outside of class hours. Hot I, 24 hours experience, or permission of the instructor required.   Registration can only be done on your scheduled registration day and is done on a first come, first serve basis. Please go to CFA 100 to sign up. Spaces are limited. Course fee is 287.50. Not eligible for PCHE cross registration.  Course taught at the Pittsburgh Glass Center.	Svenja Drouven	3	0930	2430	NA
