Course number	Course name	Units	Department	Description	Instructors	Days	Start time	End time	Location
42997	Ph.D. Qualifying Examination	0	Biomedical Engineering	"42-997  PhD Qualifying Examination  Fall and Spring    A qualifying examination is given to determine the students general knowledge of the fields of engineering appropriate to the individuals program, and to assess the students ability to use this knowledge in the solution of problems and in the execution of original research. The examination comprises written and/or oral parts. The student will be considered to have passed the qualifying examination when he or she has successfully completed all of the required parts. A candidate must take the qualifying examination at the time specified by the department, generally within the first three semesters of study. Upon satisfactorily passing the examination, the student will be accepted as a candidate for the degree of Doctor of Philosophy. If the student has not already received a Masters Degree, upon application and provided that all other requirements have been met, he or she may be granted the degree of Master of Science at the next commencement.    Passing the Ph.D. qualifying examination admits a student to candidacy for the Ph.D. degree for a period of no longer than six calendar years. If, at the end of this six-year period, the Ph.D. has not been awarded, the student must reapply for admission to the graduate program and will be judged competitively with other students applying at the same time. If the student is re-admitted, he or she may, at the discretion of the department, be requested to pass the qualifying examination again before the Ph.D. is awarded. A student may petition for extension of the six-year limit under extenuating circumstances such as a forced change of advisor, military service, or prolonged illness. Note that the time limits on the duration of Ph.D. candidacy outlined here are more restrictive than those of the general university policy."	Yu-Li Wang	NA	NA	NA	NA
42998	Ph.D. Proposal	0	Biomedical Engineering	PhD Thesis Prospectus.	Yu-Li Wang	NA	NA	NA	NA
42999	Ph.D Thesis Defense	0	Biomedical Engineering	Biomedical Engineering PhD Thesis Defense Examination	Yu-Li Wang	NA	NA	NA	NA
45990	Management Game	12	Tepper School of Business	Missing Course Description - please contact the teaching department.	David Lamont	1	1845	2130	NA
45999	Internship Practicum	3	Tepper School of Business	CPT	Instructor TBA	NA	NA	NA	NA
46999	MSCF Summer Internship	3	Tepper School of Business	Summer Internship	Rick Bryant	NA	NA	NA	NA
47900	Tepper PhD	None	Tepper School of Business	None	Instructor TBA	NA	NA	NA	NA
47995	Graduate Reading & Research	None	Tepper School of Business	None	Instructor TBA	NA	NA	NA	NA
47998	Tepper PhD Internship	None	Tepper School of Business	"This course is for Tepper PhD students only, to take external internships for credit."	Instructor TBA	NA	NA	NA	NA
48049	Study Abroad	None	Architecture	None	Instructor TBA	NA	NA	NA	NA
48490	Internship	3	Architecture	None	Mary-Lou Arscott	NA	NA	NA	NA
48599	Independent Study	None	Architecture	None	Instructor TBA	NA	NA	NA	NA
48700	Practicum	None	Architecture	None	Instructor TBA	NA	NA	NA	NA
48704	Internship	None	Architecture	Missing Course Description - please contact the teaching department.	Instructor TBA	NA	NA	NA	NA
48704	Internship	None	Architecture	Missing Course Description - please contact the teaching department.	Instructor TBA	NA	NA	NA	NA
48708	Sustainable Urbanism Studio	24	Architecture	None	Jonathan Kline	NA	NA	NA	NA
48708	Sustainable Urbanism Studio	24	Architecture	None	Jonathan Kline	NA	NA	NA	NA
48714	Data Analytics for Urban Design	12	Architecture	"Data Analytics for Urban Design asks how we understand and design cities through large scale data.  The pervasiveness of online information provides rich resources for urban design. These include the citizen and open data movements, social media, big data, the Internet of Things and smart cities. We will investigate how these emerging areas contribute opportunities and strategies beyond current practice.  We will also explore the potential the web has to offer as a platform not just to gather data but to engage. We will consider its potential to involve and collaborate with residents through urban data. These investigations are organized as a series of 5 modules. Each explores contemporary methods and workflows to leverage online data in the urban design process. The modules will introduce the means to collect and access data; tools, techniques, and context required for analysis and processing; and strategies and visualization techniques for data aggregation and synthesis. Balancing theory and practical application, students will critically examine key topics in city-based data analytics through: relevant readings, independent research, invited lectures, computational tools and techniques, and applied explorations of real world, large-scale datasets."	Daragh Byrne	1<>2<>3<>4<>5	1030	2420	MM 303
48714	Data Analytics for Urban Design	12	Architecture	"Data Analytics for Urban Design asks how we understand and design cities through large scale data.  The pervasiveness of online information provides rich resources for urban design. These include the citizen and open data movements, social media, big data, the Internet of Things and smart cities. We will investigate how these emerging areas contribute opportunities and strategies beyond current practice.  We will also explore the potential the web has to offer as a platform not just to gather data but to engage. We will consider its potential to involve and collaborate with residents through urban data. These investigations are organized as a series of 5 modules. Each explores contemporary methods and workflows to leverage online data in the urban design process. The modules will introduce the means to collect and access data; tools, techniques, and context required for analysis and processing; and strategies and visualization techniques for data aggregation and synthesis. Balancing theory and practical application, students will critically examine key topics in city-based data analytics through: relevant readings, independent research, invited lectures, computational tools and techniques, and applied explorations of real world, large-scale datasets."	Instructor TBA	NA	NA	NA	NA
48731	Sustainable Design Synthesis Prep	12	Architecture	"This is the preparatory course for the synthesis project course in the  Master of Science in Sustainable Design (MSSD) program. Students will build  upon the Research Models and Methods class to develop an individual project  proposal in an area of their interest related to sustainable design. The  students will attend bi-weekly meetings with the instructor and will submit  a formal research project proposal at the conclusion of the semester  including an abstract, a research plan, a schedule, an annotated  bibliography and proposed deliverables.  Prerequisites: Fall Coursework as per curriculum."	Instructor TBA	NA	NA	NA	NA
48731	Sustainable Design Synthesis Prep	12	Architecture	"This is the preparatory course for the synthesis project course in the  Master of Science in Sustainable Design (MSSD) program. Students will build  upon the Research Models and Methods class to develop an individual project  proposal in an area of their interest related to sustainable design. The  students will attend bi-weekly meetings with the instructor and will submit  a formal research project proposal at the conclusion of the semester  including an abstract, a research plan, a schedule, an annotated  bibliography and proposed deliverables.  Prerequisites: Fall Coursework as per curriculum."	Instructor TBA	NA	NA	NA	NA
48732	Sustainable Design Synthesis	None	Architecture	"Sustainable Design Synthesis II This is the synthesis project course in the Master of Science in Sustainable Design (MSSD) program in the School of Architecture at Carnegie Mellon University. This course deals with synthesis in solving sustainable design problems using the tools, theories and methods studied in the prerequisite courses. Students will attend weekly meetings with the instructor, conduct the proposed research, submit a final written report and make a presentation of their project in a public forum. Nine-Month Program: Students will build upon the Research Models and Methods class to finalize an individual project proposal in an area of their interest related to sustainable design.  Prerequisites: 48-711, 48-722, 48-737, 48-752 or approved equivalents plus one selective.  Co-requisites: 48-723 or approved equivalent plus two selectives.  Twelve-Month Program: Students will complete the proposed project developed and approved in the Sustainable Design Synthesis I course. Prerequisites: 48-711, 48-722, 48-737, 48-752, 48-723, 48-795 or approved equivalents plus three selectives  Instructor: Stephen Lee  Units: 24 Units"	Vivian Loftness<>Azizan Abdul-Aziz<>Erica Cochran	NA	NA	NA	NA
48732	Sustainable Design Synthesis	None	Architecture	"Sustainable Design Synthesis II This is the synthesis project course in the Master of Science in Sustainable Design (MSSD) program in the School of Architecture at Carnegie Mellon University. This course deals with synthesis in solving sustainable design problems using the tools, theories and methods studied in the prerequisite courses. Students will attend weekly meetings with the instructor, conduct the proposed research, submit a final written report and make a presentation of their project in a public forum. Nine-Month Program: Students will build upon the Research Models and Methods class to finalize an individual project proposal in an area of their interest related to sustainable design.  Prerequisites: 48-711, 48-722, 48-737, 48-752 or approved equivalents plus one selective.  Co-requisites: 48-723 or approved equivalent plus two selectives.  Twelve-Month Program: Students will complete the proposed project developed and approved in the Sustainable Design Synthesis I course. Prerequisites: 48-711, 48-722, 48-737, 48-752, 48-723, 48-795 or approved equivalents plus three selectives  Instructor: Stephen Lee  Units: 24 Units"	Vivian Loftness<>Azizan Abdul-Aziz<>Erica Cochran	NA	NA	NA	NA
48791	M.S. Project	None	Architecture	This course is for students to undertake a major project in which knowledge gained in the core courses is applied to problems relevant to the field of architecture. Course must be taken under the advice of a faculty member teaching in the MSc-Ph.D. Programs. Master of Science Students who perform satisfactorily in the Graduate Research Seminar course are permitted to take the Masters project course. Prerequisite: completion of all core requirements and consent of the instructors of 48-790 and 48-791.	Instructor TBA	NA	NA	NA	NA
48792	Ph.D. Independent Study	None	Architecture	"This course is for students who wish to pursue work independent of all other courses offered, but consistent with the direction of the Ph.D. Programs.     Prerequisites: Written proposal for work by a faculty member teaching in the Ph.D. Program, and his/her agreement to advise the student. Both student and faculty must be in residence.      Instructor(s):  Units: 36"	Instructor TBA	NA	NA	NA	NA
48793	Ph.D. Thesis	None	Architecture	This course is for Ph.D. students who have successfully completed their qualifying exams and are working on their dissertation work.     Instructo(s):  Units: 36	Instructor TBA	NA	NA	NA	NA
48794	Graduate Reading and Research	None	Architecture	None	Instructor TBA	NA	NA	NA	NA
48794	Graduate Reading and Research	None	Architecture	None	Instructor TBA	NA	NA	NA	NA
49746	Integrated Innovation Institute Internship/Practica	3	Integrated Innovation Institute	"This course is for students in the MIIPS  16 month program who are pursuing an internship. Internships work can be conducted on-site with a company or thru sponsored projects at the Integrated Innovation Institute. At the end of the summer, students will submit a paper reflecting on their internship experience and how it relates to the MII-PS curriculum. Special permission is required to be enrolled in this course. This course is only offered during t"	Jonathan Cagan<>Peter Boatwright<>Eric Anderson	NA	NA	NA	NA
49783	Introduction to Cloud Computing	12	Integrated Innovation Institute	"This class is designed to familiarize you with the state of the art in cloud computing and big data analysis. This course is suitable for both students on a technical track (engineering, science) as well as those on a management track who are passionate about big data powered products. You will study basic types of clouds, widely-used cloud computing systems and their strength and weakness, core concepts and technologies on distributed data storage, distributed processes and services, security practices, popular Big Data Analysis algorithms and machine learning use cases on cloud. You will acquire deeper understanding via both case studies from industry big players as well as a project-based hands-on application build and deployment on cloud (no technical pre-requisite).  After completing the course students will be able to:       *Build a basic product on two well-known cloud systems      *Make architectural decisions on choosing the right cloud type, core technologies and services      *Make business decisions on cloud vendors and the right level of investment on cloud      *Critique some current industry cloud-based solutions"	Fang Fang	4	1730	2120	B23 110
49783	Introduction to Cloud Computing	12	Integrated Innovation Institute	"This class is designed to familiarize you with the state of the art in cloud computing and big data analysis. This course is suitable for both students on a technical track (engineering, science) as well as those on a management track who are passionate about big data powered products. You will study basic types of clouds, widely-used cloud computing systems and their strength and weakness, core concepts and technologies on distributed data storage, distributed processes and services, security practices, popular Big Data Analysis algorithms and machine learning use cases on cloud. You will acquire deeper understanding via both case studies from industry big players as well as a project-based hands-on application build and deployment on cloud (no technical pre-requisite).  After completing the course students will be able to:       *Build a basic product on two well-known cloud systems      *Make architectural decisions on choosing the right cloud type, core technologies and services      *Make business decisions on cloud vendors and the right level of investment on cloud      *Critique some current industry cloud-based solutions"	Fang Fang	4	1730	2120	NA
49790	Software Management Independent Study	None	Integrated Innovation Institute	"Working with the faculty, realize that the faculty are most interested in Independent Study projects that further their own research goals. You may not be successful on your first inquiry, so please be patient. We want you to have a good Independent Study experience, so faculty are encouraged to say no if they dont have the cycles to mentor a project.   Once you and the faculty have agreed upon the independent study, send the independent study form to the director of your program."	John Evans<>Gladys Mercier<>Sheryl Root<>Anthony Wasserman	NA	NA	NA	NA
49791	Software Management Capstone Project	None	Integrated Innovation Institute	"Student teams continue work on their product or business idea. Student teams may refine or rework ideas, or continue to extend the work started in previous semesters. A plan, including milestones and deliverables, which is developed by the team must be submitted to and approved by the faculty advisor at the start of this course."	Gladys Mercier<>Sheryl Root<>John Evans<>Anthony Wasserman	NA	NA	NA	NA
49792	Software Management Practicum	None	Integrated Innovation Institute	"The practicum involves application of the SM program concepts in an actual business environment. Acting as consultants to one or more customers, student teams must scope a project; develop a project plan and detailed statement of work. Practicum topics are typically proposed by outside companies, which are looking to work with our students, but there are other options available as well. Students must demonstrate all deliverables to the customer(s), whose assessment of the work is a major component of the grade. More than a simple internship, the practicum involves real responsibility, teamwork, accountability, and rigor."	John Evans<>Gladys Mercier	5	1730	2120	B23 110
49793	Curricular Practical Training in Software Management	None	Integrated Innovation Institute	"This course is for SM students who are pursuing an internship. Internships work is conducted on-site at local software companies. Special permission is required to be enrolled in this course, therefore, eligible students should contact the program director."	Gladys Mercier	1<>2<>3<>4<>5	900	1700	NA
51397	Photo Independent Study	None	Design	Self-defined study in Photography under the guidance of an internationally recognized photographer.	Charlee Brodsky	NA	NA	NA	NA
51397	Photo Independent Study	None	Design	Self-defined study in Photography under the guidance of an internationally recognized photographer.	Charlee Brodsky	NA	NA	NA	NA
51470	Design Practicum	3	Design	"This course provides 3 units of pass/fail credit for students participating in a design internship.  The student must be registered for this course during the internship, in order to earn the credit.  In the summer semester, the course must be paid for as an additional course, as summer courses are not part of the normal fall/spring academic year.    At the end of the term, the students supervisor must email the course coordinator with a brief statement describing the students activities, and an evaluation of the students performance.  Students are required to submit a statement, reflecting on insights gained from the internship experience. Upon receipt of both statements, the course coordinator will assign a grade of either P or N, depending on the outcome."	Melissa Cicozi	NA	NA	NA	NA
51499	Senior Independent Study	None	Design	Guidelines for independent study in the Design Office.  Proposals must be approved by faculty before pre-registration.	Instructor TBA	NA	NA	NA	NA
51718	Design Practicum	3	Design	"This course provides 3 units of pass/fail credit for students participating in a design internship.  The student must be registered for this course during the internship, in order to earn the credit.  At the end of the term, the students supervisor must email the course coordinator with a brief statement describing the students activities, and an evaluation of the students performance.  Students are required to submit a statement, reflecting on insights gained from the internship experience. Upon receipt of both statements, the course coordinator will assign a grade of either P or N, depending on the outcome."	Melissa Cicozi	NA	NA	NA	NA
51720	Design Research	None	Design	This course is for faculty-approved research in the Design Masters and Doctoral programs.	Melissa Cicozi	NA	NA	NA	NA
51911	Doctoral Thesis Preparation	5	Design	None	Instructor TBA	NA	NA	NA	NA
52390	BXA Undergraduate Research Project	None	BXA Intercollege Degree Programs	"The BXA Undergraduate Research Project is for students who want to work on a self-designed project with the one-to-one guidance of a faculty advisor. The project should be interdisciplinary in nature, and can be a scholarly and/or creative endeavor. The project may take the form of a written thesis, a compilation of creative works, an outreach project, etc. The project topic must be pre-approved by the faculty member who agrees to supervise the project and assign a letter grade for the course. Projects are to be completed in one semester, may be worth 3, 6, 9, or 12 units of academic credit, and cannot be taken concurrently with the BXA Capstone Project during the senior year. To register, students must submit an Undergraduate Research Project Proposal Form signed by both the student and the faculty advisor, along with a proposal, to their BXA academic advisor."	M. Stephanie Murray<>Carrie Hagan	NA	NA	NA	NA
52590	BXA Internship	None	BXA Intercollege Degree Programs	"An internship is a supervised professional work experience with clear links to a students academic goals. BXA students may choose to complete a BXA Internship for elective credit with appropriate individuals or organizations within or outside of Carnegie Mellon University. Junior and senior BXA students in good academic standing are eligible to receive academic credit for one internship. Grading is pass/no pass only. Prior to enrolling in an internship, the student must have a BXA Internship Agreement Form signed by their site supervisor and approved by their BXA academic advisor."	M. Stephanie Murray<>Carrie Hagan	NA	NA	NA	NA
53600	ETC Cooperative Education	36	Entertainment Technology Pittsburgh	"During the semester, students on coop are considered full-time, registered Carnegie Mellon students, and pay full tuition. A contact person at the company must agree to act as the local representative to the ETC faculty, and the representative, the student, and the ETC Director will establish what activities the student will participate in during the coop (during which time the student may be paid by the company, as well). The student must be able to discuss his or her work with the ETC faculty and community in some level of detail. When on coop, it is customary (but not guaranteed) that students will have the elective course requirement waived.   Students on coop will be advised by the Director. As faculty advisor, the director will contact the students supervisor to set academic expectations for the coop. Then the faculty will talk with the supervisor and the student twice during the semester (around midterm and the end of the semester). The supervisor will evaluate the students performance at each of these discussions."	Andrew Davidson	NA	NA	NA	NA
53998	ETC Practicum Training	3	Entertainment Technology Pittsburgh	"During a semester, some international ETC students have the opportunity to do some part-time professional work and need work authorization in order to make this possible. This course provides students with the educational experience of working in a professional environment with interdisciplinary teams, working under faculty supervision.  ETC Practicum Training provides an educational structure for students to have a part-time professional work experience. Students will have a faculty advisor. The faculty advisor will talk with the student and their supervisor twice during the semester (around midterm and the end of the semester) to evaluate and grade the students performance on the project."	Andrew Davidson	NA	NA	NA	NA
54009	Summer Practicum for Drama Graduate Students	None	Drama	TBA	Amy Nichols	NA	NA	NA	NA
54597	Graduate Reading & Research	5	Drama	None	Amy Nichols	NA	NA	NA	NA
54755	Drama Practicum	3	Drama	"This course provides 3 units of pass/fail credit for students participating in a drama related internship. The student must be registered for this course during the internship, in order to earn the credit. At the end of the term, the students supervisor must email the academic advisor with a brief statement describing the students activities, and an evaluation of the students performance. Students are required to submit a statement, reflecting on insights gained from the internship experience. Upon receipt of both statements, the academic advisor will assign a grade of either P or N, depending on the outcome."	Amy Nichols	NA	NA	NA	NA
57149	Basic Harmony I	9	Music	"This course deals with common-practice harmony. It includes triads and their inversions, tonality and modality, non-harmonic tones, cadences, and the basic concepts of modulation.  It includes work on fundamentals for inexperienced students."	Mark Domencic	1<>2<>3<>4	830	1020	MM 116
57173	Survey of Western Music History	9	Music	"This course surveys the development and contexts of European art music and its global adaptation. While keeping in view the chronology from Gregorian chant to the present, this survey emphasizes key personalities and issues, particularly issues relating to period style and interpretive decisions in performance."	Paul Johnston	1<>2<>3<>4	830	1020	CFA 102
57188	Repertoire and Listening for Musicians	1	Music	"This course is the required co-requisite listening component for Survey of Western Music History (57-173).  In this course, students listen critically to essential music which has stood the test of time and to superior performances.  It features 2-3 hours of listening per week."	Paul Johnston	NA	NA	NA	NA
57690	Practicum	None	Music	This practicum is offered to improve the performance skills of performance majors by providing them orchestral or vocal performance experience in a professional ensemble.  Practical experience is essential for the career development of the professional musician.	Instructor TBA	NA	NA	NA	NA
60590	Internship	None	Art	"Art Internships are open to all BFA, BHA, BSA and BCSA Art students. Internships may take place with appropriate individuals or organizations within or outside of Carnegie Mellon University. The requirements for an internship are in the School of Art Handbook (available at the School of Art website). Prior to being enrolled for an internship, students must complete an Internship Proposal Form, which defines the goals of the internship. This form must be signed by their site supervisor and approved by the Assistant Head of the School of Art. Forms are available in the bins on the 3rd floor of CFA.  Junior and Senior Art majors only."	Instructor TBA	NA	NA	NA	NA
62310	"Alexander Technique for Presenting/Speaking, Performance and other activities"	9	CFA Interdisciplinary	"Alexander Technique was developed by FM Alexander, a Shakespearean actor, to address his ongoing vocal hoarseness. He investigated how the manner in we think affects how we speak, move and perform activities in our lives. He looked for ways to apply the principles of the Alexander Technique to develop more ease in daily activities and more freedom of expression in artistic activities. He termed this approach psycho-physical re-education. The Alexander Technique provides individuals with tools, including gentle hands on guidance by the teacher, to address specific habits of tension that may be impeding effectiveness. The technique is particularly valuable for performers such as actors, singers and musicians as well as visual artists. The course is also useful for those in business, medicine, law or any field where she  or he has to present ideas to groups. This course will introduce basic principles of the Alexander Technique and guide students in approaches to apply these principles to fine arts such as acting, playing a musical instrument, drawing, dancing as well as day to day activities such as working at a desk with a computer, public speaking, working out, etc. Participants should wear loose fitting clothing for each movement such as sweat pants and tee shirts, no jeans, ties or belts please. This is an upper level undergraduate course."	Janet Feindel	2<>3<>4	1000	2450	PCA 313
66221	Topics of Law: Introduction to Intellectual Property Law	9	Dietrich College Interdisciplinary	"Topics for this course vary, to include such foci as intellectual property, introduction to U.S. law, great American trials, and the U.S. Constitution.  Topics and courses are designed to be broadly relevant and interesting for university undergraduates, and not narrowly tailored for students interested in law school."	Kathryn Cooper	2<>4	1830	2150	BH A53
66502	H&SS; Senior Honors Thesis II	9	Dietrich College Interdisciplinary	"This sequence is open only to those seniors who have been admitted to the HSS Senior Honors Program.  This second semester course is the culmination of an original, year-long independent research project.  Research topics are selected by faculty and students."	Alexander Cheek	NA	NA	NA	NA
67373	Software Development Project	12	Dietrich College Information Systems	"In this course, students design and implement a usable information system for a client. The client may be affiliated with the university, government, business, or non-profit agency. Students will be assigned to teams to work on these projects, and will produce operational, fully documented and tested, computer-based information systems. The projects will be supervised by CMU faculty and, when possible, by project clients."	Divakaran Liginlal	0<>1<>2<>3<>4	945	1105	CMB 2051
67390	Independent Study in Information Systems	None	Dietrich College Information Systems	"Independent studies are opportunities to engage in research with an IS faculty member to advance your learning in certain areas of interest. Information Systems students may enroll in independent study for 3, 6, 9, or 12 units of academic credit by obtaining an IS faculty sponsor who will oversee the academic component of the coursework, monitor progress, and assign a final grade."	Clarence Heimann	NA	NA	NA	NA
67390	Independent Study in Information Systems	None	Dietrich College Information Systems	"Independent studies are opportunities to engage in research with an IS faculty member to advance your learning in certain areas of interest. Information Systems students may enroll in independent study for 3, 6, 9, or 12 units of academic credit by obtaining an IS faculty sponsor who will oversee the academic component of the coursework, monitor progress, and assign a final grade."	Raja Sooriamurthi	NA	NA	NA	NA
67390	Independent Study in Information Systems	None	Dietrich College Information Systems	"Independent studies are opportunities to engage in research with an IS faculty member to advance your learning in certain areas of interest. Information Systems students may enroll in independent study for 3, 6, 9, or 12 units of academic credit by obtaining an IS faculty sponsor who will oversee the academic component of the coursework, monitor progress, and assign a final grade."	Jeria Mcknight	NA	NA	NA	NA
67390	Independent Study in Information Systems	None	Dietrich College Information Systems	"Independent studies are opportunities to engage in research with an IS faculty member to advance your learning in certain areas of interest. Information Systems students may enroll in independent study for 3, 6, 9, or 12 units of academic credit by obtaining an IS faculty sponsor who will oversee the academic component of the coursework, monitor progress, and assign a final grade."	Randy Weinberg	NA	NA	NA	NA
67475	Innovation in Information Systems	12	Dietrich College Information Systems	"In this capstone team-based course, IS seniors design and implement an information systems solution to meet a real-world need or opportunity. Innovation, entrepreneurship, planning, project management, and risk taking will all be emphasized. Students will be challenged to produce proof of concept systems or prototypes that are fully documented, tested, and ready to present for external evaluation. This course is a required professional core course and is open only to seniors in the IS major who have completed 67-373."	Divakaran Liginlal	0<>1<>2<>3<>4	1130	2450	CMB 2051
67495	Advanced Projects in Information Systems	None	Dietrich College Information Systems	This course is for Information Systems senior projects. This is available by special permission from the IS faculty.	Randy Weinberg	NA	NA	NA	NA
67495	Advanced Projects in Information Systems	None	Dietrich College Information Systems	This course is for Information Systems senior projects. This is available by special permission from the IS faculty.	Jeria Mcknight	NA	NA	NA	NA
67495	Advanced Projects in Information Systems	None	Dietrich College Information Systems	This course is for Information Systems senior projects. This is available by special permission from the IS faculty.	Raja Sooriamurthi	NA	NA	NA	NA
67495	Advanced Projects in Information Systems	None	Dietrich College Information Systems	This course is for Information Systems senior projects. This is available by special permission from the IS faculty.	Clarence Heimann	NA	NA	NA	NA
67505	Information Systems Internship	None	Dietrich College Information Systems	Practical experience in Information Systems.	Clarence Heimann	NA	NA	NA	NA
67505	Information Systems Internship	None	Dietrich College Information Systems	Practical experience in Information Systems.	Raja Sooriamurthi	NA	NA	NA	NA
67505	Information Systems Internship	None	Dietrich College Information Systems	Practical experience in Information Systems.	Jeria Mcknight	NA	NA	NA	NA
67505	Information Systems Internship	None	Dietrich College Information Systems	Practical experience in Information Systems.	Randy Weinberg	NA	NA	NA	NA
70207	Probability and Statistics for Business Applications	9	Business Administration	"Elementary ideas in probability, statistics, and data analysis are presented in the context of their importance to modern business management."	Jeremy Karp	1<>2<>3<>4<>5	900	1020	POS MN AUD
70311	Organizational Behavior	9	Business Administration	"This course examines the factors which influence individual, group and firm behavior in the context of the workplace. Topics covered include perception, group behavior, decision making, motivation, leadership and organizational design and change."	Ying Zhang	1<>2<>3<>4<>5	1500	1620	POS 145
70371	Operations Management	9	Business Administration	"This course is an introduction to production and operations management that covers both manufacturing and services. It deals with strategic issues (design of flexible supply), planning issues (capacity management), and operational issues (inventory management and information). The linkage between strategy and tactics will be emphasized. The students will learn concepts and tools that will help them to manage from the boardroom to the toolroom."	Leela Nageswaran	1<>2<>3<>4<>5	900	1020	POS 147
70499	Internship	None	Business Administration	"Business Administration students doing an internship for academic credit may enroll in this course for either three or six units with a pass/no pass grade. Enrollment is by special permission only. Students must submit an internship agreement form to their academic advisor for approval to receive credit. Once approved, the student will be enrolled by their advisor."	George Burton Hollifield	NA	NA	NA	NA
73100	Principles of Economics	9	Economics	"Literally, an introduction to economic principles, the goal of this course is to give students an understanding as to what constitutes good economic thinking.  This thought process is grounded in the construction and use of economics models.  Drawing on issues in both microeconomics and macroeconomics, fundamental principles are shown to transcend  particular examples and allow the field to be seen as a coherent, unified whole.  (Lecture, 2 hours; Recitation, 1 hour)."	Michael Lim	1<>2<>3<>4<>5	1030	1150	POS 147
73111	Internship I	None	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73111	Internship I	None	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73112	Internship II	3	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73112	Internship II	3	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73113	Internship III	3	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73113	Internship III	3	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73305	Upper Level Economics Elective Transfer Credit	None	Economics	This number holds a place for upper level economics elective (non study abroad) transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73306	Upper Level Economics Elective Transfer Credit	None	Economics	This number holds a place for upper level economics elective (non study abroad) transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73395	Independent Study in Economics	None	Economics	The Independent Study course in economics allows the student to pursue his or her own research interests in any of a variety of topics in economics. A typical independent study course involves a semester long project under the supervision of an appropriate faculty advisor. The nature and scope of the project are determined by the student and faculty advisor. Minimum grade standard of C applies only to economics courses.	Instructor TBA	NA	NA	NA	NA
73401	Study Abroad Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73402	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73403	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73404	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
76101	Interpretation and Argument	9	English	"76-101 introduces first-year students to an advanced, inductive process for writing an argument from sources. Because the course is based upon empirical research about professional academic writers, students will learn expert practices for authoring their own arguments that contribute to an existing community of authors. Because reading and writing are inseparable practices for academic writing, students will read a variety of texts so that they can explore and critically evaluate a single issue from multiple perspectives and from different disciplinary genres. Students will learn methods for summarizing, synthesizing, and analyzing arguments within that issue so that they may contribute an argument of their own.  The course is also geared toward helping students understand the requirements of advanced college-level writing. Our students are typically very accomplished readers and writers, and we are eager to push their accomplishments toward greater excellence. For this purpose, students will build upon their composing knowledge by reflecting and thinking strategically as they plan, write, and revise their own texts. Ultimately, they will develop critical reading, rhetorical and linguistic practices for analyzing and producing texts within the context of an academic community.  Each section of 76-101 is structured by the same objectives and core assignments. There is a core vocabulary and set of heuristics that all sections teach. However, students may find particular issues more appealing than others-we encourage students to pursue their interests, but we also ask that students engage any 76-101 course with intellectual curiosity. Due to the limits of our schedule, we are unable to meet each students individual preferences for course topics, but we do offer a wide variety from which to choose. Section descriptions are posted at: http://www.cmu.edu/hss/english/first_year/index.html"	Natalie Suzelis	1<>2<>3<>4<>5	1330	1450	WEH 4709
76234	"Media: Past, Present and Future"	9	English	"In the late 1700s moral crusaders were worried about the latest media scandal: the surge in women reading novels. As one observer complained, Women, of every age, of every condition...retain a taste for novels. I find [novels]....in the work-bag of the seamstress, in the hands of the lady who lounges on the sofa, the mistresses of nobles, the mistresses of snuff-shops, the belles who read them in town, and the chits who spell them in the country. While today we might be genuinely concerned about texting while driving, or the depression associated with high levels of facebook use, in this class we wont judge so much as we will analyze. We will look at what historical media trends have in common with, and how they are different from, the media trends of today. We will read about the print revolution, the electronic media revolution, the current digital revolution, and we will also try to peer into the future. Importantly, we will take a literary and cultural studies approach to this material. We will ask, specifically, what can the Humanities teach us about media revolutions over time? How is narrative, or story telling, central to each media revolution? We will watch movies based on some of the best Digital Dystopias, including War Games, Strange Days, The Hunger Games, and the HBO show Silicon Valley. Texts for the class will also include: Tai Pei, Digital Dead End, Orality and Literacy, and How Music Got Free."	Kathleen Newman	1<>3	1830	2120	BH 255B
