Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Ari Klein	0	6.76	4.6	4.62	4.61	4.51	4.34	4.53	4.73	4.38	4.12	8
Paul Hopper	0	7.32	4.3	4.24	4.05	3.8	4.37	4.41	4.07	4.16	4.08	8
Matthew Griffin	0	7.89	4.37	3.93	4.02	4.22	4.29	4.2	4.44	4.01	4.01	8
"Griffin, M."	0	7.89	4.37	3.93	4.02	4.22	4.29	4.2	4.44	4.01	4.01	8
"Franchetti, F."	0	11.66	4.18	4.03	4.02	3.82	4.09	3.95	4.38	3.88	4.01	8
Jeffrey Gennari	0	13.84	4.06	4.21	4.18	3.95	4.22	4.06	4.41	4.01	4	8
"Gennari, J."	0	13.84	4.06	4.21	4.18	3.95	4.22	4.06	4.41	4.01	4	8
Timothy Derdenger	0	5.11	4.17	4.09	4.17	3.79	4.22	4.34	4.4	4.09	3.98	8
Kinshuk Jerath	0	6.09	4.14	4.12	4.18	3.6	4.18	4.16	4.04	3.99	3.96	8
"Ficca, D."	0	21.3	4.15	3.54	3.64	3.45	3.91	3.74	4.29	3.59	3.94	8
Donna Ficca	0	21.3	4.15	3.54	3.64	3.45	3.91	3.74	4.29	3.59	3.94	8
"Evans, C."	0	8.25	4.06	3.1	3.5	3.73	4.25	3.83	4.06	3.54	3.94	8
Matthew Mehalik	0	8.58	4.17	4.29	4.24	4.11	4.32	3.99	4.7	4.1	3.92	8
Michael Yu	0	12.24	4.46	3.93	4.02	4.42	4.3	4.14	4.71	4.31	3.91	8
"Yu, M."	0	12.24	4.46	3.93	4.02	4.42	4.3	4.14	4.71	4.31	3.91	8
Jeffrey Hollinger	0	6.59	4.2	3.85	3.97	3.88	4.29	3.98	4.05	3.97	3.87	8
"Hollinger, J."	0	6.59	4.2	3.85	3.97	3.88	4.29	3.98	4.05	3.97	3.87	8
Thomas Ruchti	0	5.27	4.16	4.19	4.18	3.71	4.18	4.14	3.87	3.96	3.83	8
Vibhanshu Abhishek	0	8.55	4.24	3.95	4.01	4.06	4.14	4.07	4.45	4.08	3.82	8
Stephen Schmid	0	6.78	3.99	4.12	4.04	3.96	4.1	4.16	4.59	3.97	3.82	8
Kerem Pekkan	0	4.72	4.5	3.8	3.96	3.98	4.38	3.94	4.62	3.84	3.81	8
"Pekkan, K."	0	4.72	4.5	3.8	3.96	3.98	4.38	3.94	4.62	3.84	3.81	8
Michael Keeling	0	13.15	4.26	4.17	4.37	4.24	4.38	4.27	4.52	4.12	3.79	8
"Keeling, M."	0	13.15	4.26	4.17	4.37	4.24	4.38	4.27	4.52	4.12	3.79	8
Maria Elena Versari	0	6.32	4.36	4.03	4.04	3.96	4.17	4.16	4.4	4.05	3.78	8
"Versari, M."	0	6.32	4.36	4.03	4.04	3.96	4.17	4.16	4.4	4.05	3.78	8
Linda Peteanu	0	7.95	4.15	4.13	3.99	3.84	4.11	3.82	4.6	3.79	3.76	8
"Anderson, A."	0	10.97	3.84	3.89	3.84	3.59	3.92	3.84	3.92	3.71	3.69	8
Ann Anderson	0	10.97	3.84	3.89	3.84	3.59	3.92	3.84	3.92	3.71	3.69	8
Andrew Bausch	0	7.98	3.94	4.22	3.93	3.88	3.9	4.02	4.37	3.77	3.68	8
"Thapar, R."	0	10.79	3.81	3.65	3.71	3.49	4.02	3.81	4.29	3.71	3.52	8
Rakesh Thapar	0	10.79	3.81	3.65	3.71	3.49	4.02	3.81	4.29	3.71	3.52	8
Michael Bigrigg	0	10.71	3.94	3.56	3.53	3.57	3.78	3.59	4.3	3.58	3.42	8
Daniel Fallon	0	3.4	4	3.84	3.61	3.4	3.78	3.56	4	3.58	3.34	8
David Greenstreet	0	7.92	3.72	3.36	3.59	2.71	3.64	3.51	4.27	3.26	3.34	8
Christoph Mueller	0	7.93	3.58	3.71	3.75	3.22	3.55	3.5	3.9	3.35	3.28	8
"Sensi Sellner, M."	0	5.91	3.52	3.61	3.49	3.06	3.66	3.36	3.37	3.14	3.27	8
Maria Sensi Sellner	0	5.91	3.52	3.61	3.49	3.06	3.66	3.36	3.37	3.14	3.27	8
Paul Karol	0	6.63	3.64	3.72	3.55	3.18	3.66	3.32	4.35	3.24	3.19	8
"Karol, P."	0	6.63	3.64	3.72	3.55	3.18	3.66	3.32	4.35	3.24	3.19	8
Kurt Larsen	0	3.58	3.36	3.45	3.34	3.34	3.38	3.29	3.45	3.29	3.16	8
Cody Roux	0	7.68	3.35	3.56	3.47	3.27	3.37	3.37	3.02	2.95	3.1	8
"Roux, C."	0	7.68	3.35	3.56	3.47	3.27	3.37	3.37	3.02	2.95	3.1	8
Guofang Huang	0	6.4	3.15	3.07	3.18	2.94	3.3	3.16	3.62	2.92	2.9	8
Jeffrey Turner	0	4.9	3.4	2.67	2.86	2.81	3.93	2.81	2.66	2.72	2.55	8
Evgeny Taimanov	0	4.29	4.88	4.76	4.76	4.95	4.9	4.88	4.9	4.95	5	7
Pamela Lewis	0	6.96	5	4.85	4.92	5	5	4.96	5	5	4.93	7
"Crewe, M."	0	11.67	4.86	4.86	4.86	4.86	4.86	4.86	4.86	4.86	4.86	7
Murray Crewe	0	11.67	4.86	4.86	4.86	4.86	4.86	4.86	4.86	4.86	4.86	7
Andrew Ramey	0	10.54	4.93	4.89	4.85	4.81	4.86	4.84	4.95	4.88	4.85	7
"Murphy, M."	0	6.73	4.78	4.47	4.67	4.69	4.83	4.71	4.91	4.75	4.75	7
Michael Murphy	0	6.73	4.78	4.47	4.67	4.69	4.83	4.71	4.91	4.75	4.75	7
Adrien Treuille	0	8.96	4.71	4.5	4.63	4.1	4.67	4.72	4.77	4.7	4.74	7
Elizabeth Holm	0	9.42	4.88	4.77	4.78	4.65	4.73	4.78	4.95	4.8	4.72	7
Spencer Diaz	0	11.42	4.72	4.72	4.65	4.8	4.81	4.68	4.83	4.71	4.71	7
Geoffrey Mcgovern	0	8.61	4.82	4.62	4.73	4.52	4.82	4.65	4.86	4.71	4.69	7
Hugh Hanson	0	12.51	4.87	4.46	4.58	4.74	4.85	4.24	4.84	4.4	4.69	7
Lars-Alexander Kuehn	0	7.24	4.62	4.52	4.65	4.46	4.67	4.67	4.78	4.64	4.66	7
Wesley Pegden	0	9.25	4.73	4.41	4.4	4.28	4.69	4.75	4.85	4.67	4.61	7
"Pegden, W."	0	9.25	4.73	4.41	4.4	4.28	4.69	4.75	4.85	4.67	4.61	7
Carmine Storella	0	7.19	4.54	4.65	4.59	4.36	4.6	4.77	4.77	4.67	4.61	7
Samuel Ventura	0	9.39	4.74	4.58	4.68	4.57	4.59	4.63	4.72	4.67	4.61	7
Gregory Rohrer	0	8.56	4.67	4.6	4.68	4.32	4.7	4.66	4.79	4.66	4.6	7
Oliver Hahl	0	6.19	4.62	4.65	4.64	4.34	4.65	4.68	4.65	4.66	4.6	7
Haixia Wang	0	6.89	4.86	4.54	4.63	4.67	4.64	4.68	4.9	4.75	4.57	7
Angela Lusk	0	2.46	4.82	4.67	4.75	4.61	4.85	4.72	4.92	4.71	4.57	7
Sridhar Seetharaman	0	7.5	4.66	4.48	4.59	4.36	4.63	4.63	4.86	4.61	4.57	7
David Cerniglia	0	5.67	4.7	4.52	4.56	4.41	4.62	4.61	4.8	4.56	4.55	7
"Cerniglia, D."	0	5.67	4.7	4.52	4.56	4.41	4.62	4.61	4.8	4.56	4.55	7
Billie Davis	0	10.18	4.59	4.49	4.54	4.48	4.49	4.4	4.78	4.42	4.55	7
Carl Olson	0	6.99	4.25	4.51	4.6	3.47	4.8	4.87	4.89	4.75	4.54	7
"Martin, P."	0	4.29	4.59	4.45	4.56	4.69	4.84	4.74	4.84	4.57	4.54	7
Paula Martin	0	4.29	4.59	4.45	4.56	4.69	4.84	4.74	4.84	4.57	4.54	7
Duane Seppi	0	9.58	4.67	4.61	4.57	4.47	4.64	4.55	4.75	4.54	4.51	7
"Shaw, M."	0	11.92	4.83	4.28	4.54	4.56	4.82	4.79	4.69	4.67	4.5	7
Mary Shaw	0	11.92	4.83	4.28	4.54	4.56	4.82	4.79	4.69	4.67	4.5	7
Sheila Liming	0	6	4.62	4.62	4.67	4.69	4.46	4.58	4.67	4.64	4.47	7
"Cubas-Mora, M."	0	9.28	4.58	4.38	4.33	4.6	4.52	4.53	4.62	4.53	4.47	7
Maria Cubas-Mora	0	9.28	4.58	4.38	4.33	4.6	4.52	4.53	4.62	4.53	4.47	7
Chien Ho	0	3.74	4.6	4.21	4.55	3.79	4.72	4.52	4.8	4.32	4.46	7
Joanna Dickert	0	4.17	4.6	4.55	4.62	4.66	4.44	4.39	4.88	4.59	4.44	7
"Dickert, J."	0	4.17	4.6	4.55	4.62	4.66	4.44	4.39	4.88	4.59	4.44	7
Garrett Stack	0	7.5	4.68	4.67	4.64	4.63	4.61	4.69	4.73	4.64	4.42	7
Kasey Creswell	0	6.9	4.57	4.72	4.65	4.17	4.61	4.57	4.58	4.5	4.41	7
James Liu	0	7.72	4.63	4.44	4.49	4.4	4.39	4.37	4.6	4.34	4.4	7
Sandra Kuhlman	0	6.33	4.65	4.29	4.32	4.21	4.53	4.44	4.75	4.47	4.38	7
"Kuhlman, S."	0	6.33	4.65	4.29	4.32	4.21	4.53	4.44	4.75	4.47	4.38	7
Wnalls	0	6.53	4.57	4.61	4.53	4.36	4.4	4.56	4.68	4.63	4.37	7
Rachel Mandelbaum	0	7.71	4.68	4.45	4.46	4.37	4.49	4.48	4.73	4.42	4.37	7
"Mandelbaum, R."	0	7.71	4.68	4.45	4.46	4.37	4.49	4.48	4.73	4.42	4.37	7
"Nolan, R."	0	9.82	4.39	4.23	4.33	4.02	4.52	4.38	4.4	4.35	4.35	7
Alec Chien	0	6.29	4.49	4.46	4.52	4.55	4.58	4.4	4.69	4.53	4.34	7
John Davis	0	6.04	4.65	4.44	4.51	4.45	4.5	4.49	4.74	4.44	4.34	7
"Allen, D."	0	11.17	4.5	4.32	4.44	4.2	4.47	4.37	4.6	4.4	4.3	7
"Plecity, M."	0	19.91	4.38	4.23	4.2	4.35	4.45	4.29	4.54	4.39	4.27	7
Matthew Plecity	0	19.91	4.38	4.23	4.2	4.35	4.45	4.29	4.54	4.39	4.27	7
Nathaniel Urban	0	5.78	4.38	4.24	4.3	3.63	4.54	4.4	4.75	4.26	4.23	7
Brian Railing	0	17.56	4.22	4.15	4.26	3.89	4.33	4.14	4.32	4.01	4.23	7
"Railing, B."	0	17.56	4.22	4.15	4.26	3.89	4.33	4.14	4.32	4.01	4.23	7
Phillip Quinque	0	5.23	4.13	4.13	4.19	3.69	4.43	4.42	4.45	4.28	4.22	7
Irene Fonseca	0	9.83	4.44	4.29	4.23	4.16	4.41	4.33	4.8	4.27	4.21	7
Mark Desantis	0	7.46	4.48	4.22	4.27	4.1	4.55	4.4	4.56	4.25	4.18	7
Carol Frieze	0	4.99	4.35	3.95	4.31	3.77	4.29	4.16	4	4.08	4.18	7
Jason Howell	0	7.91	4.21	4.2	4.06	4.29	4.18	4.19	4.72	4.19	4.14	7
Soo-Haeng Cho	0	6.19	4.42	4.37	4.38	3.9	4.4	4.1	4.3	4.09	4.13	7
Andreas Karatsolis	0	7.11	4.52	4.09	4.32	4.22	4.55	4.32	4.71	4.56	4.12	7
"Karatsolis, A."	0	7.11	4.52	4.09	4.32	4.22	4.55	4.32	4.71	4.56	4.12	7
Jonathan Armistead	0	10.95	4.53	3.93	4.14	4.4	4.07	4.13	4.25	4.18	4.11	7
William Eddy	0	6.58	4.22	4.1	4.06	3.99	4.4	4.01	4.31	3.98	4.11	7
Claudia Carlos	0	8.05	4.52	4.44	4.41	4.31	4.32	4.31	4.74	4.13	4.1	7
"Acar, U."	0	12.09	4.42	4.2	4.21	3.98	4.35	4.33	4.43	4.28	4.07	7
Umut Acar	0	12.09	4.42	4.2	4.21	3.98	4.35	4.33	4.43	4.28	4.07	7
Alexander Davis	0	10.71	4.32	4.06	4.01	3.98	4.22	4.05	4.38	3.95	4.07	7
"Davis, A."	0	10.71	4.32	4.06	4.01	3.98	4.22	4.05	4.38	3.95	4.07	7
Florin Manolache	0	5.67	4.14	4.16	4.12	3.85	4.36	4.25	4.66	4.1	4.04	7
Matthew Fredrikson	0	8.67	4.17	3.79	3.97	4.14	4.34	4.31	4.53	4.15	3.98	7
"Fredrikson, M."	0	8.67	4.17	3.79	3.97	4.14	4.34	4.31	4.53	4.15	3.98	7
Rob Dillon	0	6.06	3.97	4.06	4.04	4.01	3.95	4.19	4.47	3.93	3.98	7
Glenn Jarvis	0	5.12	4.13	3.99	4.05	3.66	4.24	4.09	4.62	3.96	3.93	7
"Grover, P."	0	10.98	4.48	4.09	4.21	4.01	4.35	4.17	4.57	4.15	3.92	7
Pulkit Grover	0	10.98	4.48	4.09	4.21	4.01	4.35	4.17	4.57	4.15	3.92	7
Peter Andrews	0	6.42	4.01	4.2	4.22	3.74	3.86	4.2	4.39	3.84	3.91	7
Deana Muro	0	3.17	4.28	4.2	4.25	4.09	4.3	4.32	4.38	4.1	3.9	7
Bijan Esfahani	0	4.99	4.61	4.19	4.2	3.93	4.14	4.2	4.79	4.2	3.83	7
Ethanp	0	7.54	4.11	4.05	4.04	3.73	4.27	4.05	4.07	3.83	3.83	7
"Soibelman, L."	0	8.42	4.06	3.69	3.98	3.77	4.22	3.91	4.15	3.93	3.8	7
Lucio Soibelman	0	8.42	4.06	3.69	3.98	3.77	4.22	3.91	4.15	3.93	3.8	7
Edson Severnini	0	10.91	4.05	3.82	3.93	3.5	4.34	4.08	4.53	3.96	3.78	7
Mario Castagnaro	0	6.89	4.48	3.78	3.91	3.78	4.15	4.17	4.64	3.81	3.78	7
Edwin Selker	0	13.5	4.36	3.48	3.53	4	4.29	3.68	4.15	3.89	3.7	7
Gregory Wheeler	0	7.12	3.97	4.16	3.86	3.49	3.87	3.79	4.33	3.64	3.67	7
John Stamper	0	16.88	3.82	3.74	3.74	3.47	3.69	3.51	4.26	3.48	3.64	7
"Stamper, J."	0	16.88	3.82	3.74	3.74	3.47	3.69	3.51	4.26	3.48	3.64	7
Tayneshia Jefferson	0	6.81	4.31	3.63	3.76	3	4.08	3.93	4.22	3.92	3.63	7
Michael Hendrich	0	9.24	3.95	3.74	3.82	3.16	4.07	3.97	4.22	3.67	3.61	7
Michael Finegold	0	7.29	3.87	3.87	3.81	3.3	3.9	3.62	4.37	3.62	3.55	7
"Finegold, M."	0	7.29	3.87	3.87	3.81	3.3	3.9	3.62	4.37	3.62	3.55	7
Kyuha Shim	0	11.29	4	2.93	2.98	3.73	3.56	3.48	4.58	3.34	3.53	7
"Shim, K."	0	11.29	4	2.93	2.98	3.73	3.56	3.48	4.58	3.34	3.53	7
Eric Ahrens	0	6.85	3.39	3.79	3.8	3.04	3.95	3.8	3.93	3.41	3.49	7
"Ahrens, E."	0	6.85	3.39	3.79	3.8	3.04	3.95	3.8	3.93	3.41	3.49	7
Eric Paulos	0	6.9	3.92	3.55	3.59	3.86	3.89	3.66	4.49	3.75	3.44	7
"Paulos, E."	0	6.9	3.92	3.55	3.59	3.86	3.89	3.66	4.49	3.75	3.44	7
Susan Sterrett	0	6.33	4.43	3.64	3.47	3.56	3.76	3.5	4.53	3.53	3.38	7
"Sterrett, S."	0	6.33	4.43	3.64	3.47	3.56	3.76	3.5	4.53	3.53	3.38	7
Daniel Markowicz	0	6.87	3.87	3.95	3.87	3.88	3.82	3.77	4.11	3.62	3.35	7
George Gayle	0	6.19	3.75	3.58	3.7	3.71	3.93	3.81	3.86	3.41	3.35	7
Maumita Mandal	0	8.18	2.83	2.63	2.7	2.34	2.92	2.38	2.48	2.23	2.42	7
"Mandal, M."	0	8.18	2.83	2.63	2.7	2.34	2.92	2.38	2.48	2.23	2.42	7
Tianyu Qin	0	10.65	4.96	4.93	4.92	4.89	4.95	4.96	4.98	4.94	4.95	6
Craig Stamm	0	8.86	4.82	4.88	4.81	4.79	4.77	4.89	4.9	4.88	4.84	6
Khaled Al Masaeed	0	6.68	5	4.68	4.76	4.6	4.84	4.89	5	4.98	4.82	6
"Al Masaeed, K."	0	6.68	5	4.68	4.76	4.6	4.84	4.89	5	4.98	4.82	6
"Hiller, N."	0	7.89	4.88	4.82	4.81	4.82	4.9	4.8	4.95	4.86	4.82	6
Natalia Hiller	0	7.89	4.88	4.82	4.81	4.82	4.9	4.8	4.95	4.86	4.82	6
"Crane, K."	0	13.99	4.84	4.6	4.72	4.5	4.88	4.76	4.84	4.83	4.77	6
Keenan Crane	0	13.99	4.84	4.6	4.72	4.5	4.88	4.76	4.84	4.83	4.77	6
Clinton Conley	0	9.79	4.7	4.53	4.64	4.28	4.67	4.79	4.9	4.8	4.75	6
Alexander Volynkin	0	15.08	4.75	4.62	4.64	4.37	4.81	4.82	4.85	4.72	4.73	6
Francisco Veloso	0	8.4	4.7	4.83	4.75	4.26	4.86	4.84	4.74	4.81	4.72	6
"Barrett, D."	0	5.05	4.67	4.5	4.42	4.75	4.5	4.83	4.92	4.61	4.7	6
Daniel Barrett	0	5.05	4.67	4.5	4.42	4.75	4.5	4.83	4.92	4.61	4.7	6
"Coros, S."	0	11.7	4.77	4.58	4.75	4.56	4.83	4.77	4.88	4.79	4.67	6
Stelian Coros	0	11.7	4.77	4.58	4.75	4.56	4.83	4.77	4.88	4.79	4.67	6
T. Ross Mantle	0	10.62	4.58	4.42	4.29	4.71	4.83	4.38	4.62	4.71	4.67	6
Ralph Zitterbart	0	7.62	4.68	4.84	4.66	4.66	4.66	4.54	4.89	4.68	4.66	6
Marsha Lovett	0	7.04	4.8	4.54	4.57	4.58	4.73	4.66	4.87	4.74	4.65	6
"Washko, A."	0	11.62	4.76	4.73	4.67	4.68	4.63	4.71	4.75	4.64	4.63	6
Angela Washko	0	11.62	4.76	4.73	4.67	4.68	4.63	4.71	4.75	4.64	4.63	6
Jacob Goessling	0	11.3	4.72	4.76	4.61	4.83	4.54	4.77	4.73	4.75	4.62	6
Anil Ada	0	18.73	4.77	4.68	4.7	4.56	4.76	4.71	4.83	4.73	4.61	6
"Ada, A."	0	18.73	4.77	4.68	4.7	4.56	4.76	4.71	4.83	4.73	4.61	6
Sujata Telang	0	9.49	4.75	4.7	4.65	4.46	4.63	4.61	4.88	4.69	4.6	6
Daniel Walter	0	7.89	4.74	4.71	4.65	4.68	4.69	4.61	4.82	4.67	4.6	6
Aidan Kestigian	0	9.4	4.75	4.73	4.56	4.59	4.56	4.59	4.95	4.74	4.59	6
Ashlie Henery	0	8.41	4.6	4.63	4.55	4.53	4.5	4.58	4.85	4.64	4.57	6
Vedran Dronjic	0	9.05	4.79	4.68	4.67	4.74	4.7	4.79	4.79	4.7	4.54	6
Andrew Swensen	0	5.67	4.68	4.38	4.48	4.36	4.61	4.57	4.51	4.61	4.54	6
Sean Burns	0	7.97	4.54	4.55	4.59	4.21	4.6	4.58	4.75	4.6	4.53	6
Ricardo Washington	0	18.62	4.58	4.47	4.5	4.6	4.59	4.54	4.69	4.47	4.52	6
"Washington, R."	0	18.62	4.58	4.47	4.5	4.6	4.59	4.54	4.69	4.47	4.52	6
Jiacheng Liu	0	7.73	4.77	4.55	4.63	4.49	4.54	4.5	4.62	4.43	4.51	6
Carol Harmatz	0	9.87	4.7	4.67	4.7	4.68	4.64	4.58	4.65	4.56	4.5	6
Rebecca Morris	0	6.6	4.79	4.52	4.35	4.64	4.29	4.39	4.83	4.61	4.49	6
Judith Hallinen	0	6.71	4.51	4.3	4.54	4.25	4.51	4.4	4.68	4.53	4.47	6
Jay Roszman	0	8.01	4.63	4.34	4.38	4.47	4.33	4.53	4.66	4.41	4.47	6
Seung-Hwan Shin	0	6.81	4.61	4.5	4.43	4.41	4.5	4.49	4.72	4.38	4.44	6
Amanda Berardi	0	7.78	4.73	4.7	4.6	4.74	4.45	4.6	4.86	4.61	4.42	6
"Berardone, J."	0	8.7	4.7	4.5	4.49	4.55	4.53	4.51	4.72	4.56	4.42	6
James Berardone	0	8.7	4.7	4.5	4.49	4.55	4.53	4.51	4.72	4.56	4.42	6
Sihui Ke	0	8.94	4.81	4.74	4.77	4.62	4.76	4.62	4.84	4.7	4.41	6
Emil Bolongaita	0	9.24	4.58	4.46	4.44	4.43	4.76	4.55	4.91	4.63	4.4	6
"Papadimitriou, D."	0	4.67	4.6	4.49	4.52	4.53	4.35	4.72	4.67	4.61	4.4	6
Dimitrios Papadimitriou	0	4.67	4.6	4.49	4.52	4.53	4.35	4.72	4.67	4.61	4.4	6
Dee Briggs	0	10.4	4.54	4.28	4.35	4.52	4.53	4.47	4.66	4.59	4.37	6
"Mantripragada, H."	0	6.89	4.52	4.53	4.53	4.26	4.48	4.44	4.73	4.47	4.37	6
Hari Mantripragada	0	6.89	4.52	4.53	4.53	4.26	4.48	4.44	4.73	4.47	4.37	6
Ian Lacey	0	8.87	4.31	4.42	4.41	4.04	4.44	4.13	4.14	4.34	4.37	6
Alexander Rudnicky	0	7.55	4.48	4.04	4.09	4.25	4.41	4.46	4.75	4.45	4.36	6
"Rudnicky, A."	0	7.55	4.48	4.04	4.09	4.25	4.41	4.46	4.75	4.45	4.36	6
"Bhagavatula, V."	0	9.78	4.32	4.47	4.38	4.13	4.41	4.41	4.56	4.37	4.36	6
Vijayakumar Bhagavatula	0	9.78	4.32	4.47	4.38	4.13	4.41	4.41	4.56	4.37	4.36	6
Sergio Pulido Nino	0	8.36	4.58	4.31	4.47	4.32	4.46	4.49	4.69	4.44	4.34	6
Lisa Wolff	0	10.66	4.45	3.95	3.98	4.41	4.26	4.09	4.44	4.29	4.34	6
"Wolff, L."	0	10.66	4.45	3.95	3.98	4.41	4.26	4.09	4.44	4.29	4.34	6
Behrang Mohit	0	11.45	4.74	4.64	4.58	4.59	4.46	4.67	4.94	4.52	4.32	6
"Mohit, B."	0	11.45	4.74	4.64	4.58	4.59	4.46	4.67	4.94	4.52	4.32	6
Andrew Bird	0	5.04	4.38	4.53	4.5	4.15	4.41	4.52	4.6	4.45	4.32	6
"Thomas, J."	0	4.27	4.44	4.47	4.46	4.16	4.45	4.37	4.66	4.33	4.31	6
Mon-Chu Chen	0	24.89	4.53	4.22	4.25	4.17	4.5	4.08	4.61	4.31	4.31	6
Carey Morewedge	0	6.23	4.32	4.24	4.38	3.89	4.41	4.49	4.61	4.38	4.3	6
Wojciech Maly	0	7.46	4.59	3.77	4.09	4.28	4.57	4.45	4.79	4.23	4.3	6
Mark Wessel	0	9.69	4.66	4.57	4.49	4.38	4.33	4.4	4.83	4.54	4.28	6
"Wessel, M."	0	9.69	4.66	4.57	4.49	4.38	4.33	4.4	4.83	4.54	4.28	6
Robert Crane	0	8.06	4.57	4.55	4.53	4.42	4.5	4.45	4.69	4.37	4.28	6
"Daley, R."	0	6.98	4.49	4	4.16	4.17	4.54	4.42	4.24	4.3	4.27	6
Jeff Hersh	0	7.14	4.38	4.52	4.5	4.52	4.34	4.35	4.67	4.08	4.27	6
"Sheikh, Y."	0	8.7	4.57	4.19	4.27	4.32	4.5	4.47	4.54	4.41	4.26	6
Yaser Sheikh	0	8.7	4.57	4.19	4.27	4.32	4.5	4.47	4.54	4.41	4.26	6
"Sankaranarayanan, A."	0	12.55	4.42	4.38	4.38	4.27	4.52	4.41	4.58	4.35	4.2	6
Aswin Sankaranarayanan	0	12.55	4.42	4.38	4.38	4.27	4.52	4.41	4.58	4.35	4.2	6
Steven Gotzler	0	7.69	4.21	4.51	4.5	4.59	4.19	4.41	4.52	4.41	4.18	6
Katharine Flynn	0	7.09	4.3	4.34	4.35	4.19	4.45	4.33	4.61	4.21	4.18	6
Aryn Gittis	0	6.68	4.42	4.33	4.23	4.05	4.38	4.12	4.56	4.15	4.18	6
"Gittis, A."	0	6.68	4.42	4.33	4.23	4.05	4.38	4.12	4.56	4.15	4.18	6
Di Xiao	0	9.38	4.53	4.2	4.38	3.94	4.5	4.25	4.6	4.24	4.17	6
Michael Ewens	0	9.09	4.32	4.27	4.38	4.13	4.35	4.29	4.54	4.1	4.17	6
"Von Ahn Arellano, L."	0	11.15	4.07	4	4.04	3.5	4.44	4.33	4.31	4.36	4.15	6
Luis Von Ahn Arellano	0	11.15	4.07	4	4.04	3.5	4.44	4.33	4.31	4.36	4.15	6
Donald Slater	0	6.42	4.51	4.28	4.35	4.29	4.24	4.24	4.73	4.29	4.15	6
Phillip Compeau	0	12.35	4.45	4.41	4.34	4.06	4.34	4.38	4.56	4.3	4.14	6
"Compeau, P."	0	12.35	4.45	4.41	4.34	4.06	4.34	4.38	4.56	4.3	4.14	6
Emily Ferris	0	7.46	4.48	4.49	4.45	4.56	4.26	4.37	4.69	4.43	4.13	6
"Blank, ."	0	14.71	4.61	4.21	4.28	4.28	4.35	4.33	4.37	4.29	4.13	6
Donghyun You	0	10.59	4.22	4.15	4.27	3.6	4.29	4.09	4.64	4.02	4.12	6
Hilary Robinson	0	7.47	4.41	4.37	4.36	3.96	4.39	4.4	4.53	4.36	4.11	6
Vagel Keller	0	6.74	4.4	4.24	4.2	4.09	4.15	4.24	4.58	4.09	4.1	6
"Golli, J."	0	16.7	3.96	3.92	3.95	4.3	4.23	4.08	4.16	4.01	4.1	6
Jonathan Golli	0	16.7	3.96	3.92	3.95	4.3	4.23	4.08	4.16	4.01	4.1	6
"Kubilius, T."	0	5.46	4.54	4.21	4.3	3.79	4.32	4.25	4.57	4.26	4.09	6
Thomas Kubilius	0	5.46	4.54	4.21	4.3	3.79	4.32	4.25	4.57	4.26	4.09	6
Kathryn Roeder	0	7.76	4.54	4.33	4.29	4.23	4.33	4.18	4.62	4.14	4.09	6
Michael Picollelli	0	9.02	4.08	4.26	4.22	3.95	4.02	4.21	4.2	4.14	4.09	6
"Picollelli, M."	0	9.02	4.08	4.26	4.22	3.95	4.02	4.21	4.2	4.14	4.09	6
Brent Glover	0	9.98	4.25	4.22	4.18	3.72	4.44	4	4.61	4.04	4.08	6
Benjamin George	0	6.82	4.34	3.81	3.99	4.21	4.08	4.32	4.67	4.03	4.08	6
Mark Yanalitis	0	8.97	4.2	4.02	4.19	3.93	4.38	4.33	4.53	4.12	4.07	6
Stephen Hanneke	0	7.72	4.02	4.16	4.09	3.74	3.74	4.1	4.58	3.93	4.06	6
"Gilgunn, P."	0	9.46	4.53	4.46	4.28	4.41	4.36	4.22	4.59	4.17	4.05	6
Peter Gilgunn	0	9.46	4.53	4.46	4.28	4.41	4.36	4.22	4.59	4.17	4.05	6
"Fink, E."	0	4.61	3.94	4.01	4.01	3.94	3.96	4.01	3.94	3.92	4.05	6
"Liadis, N."	0	20.83	4.14	3.59	3.69	3.8	4.04	3.77	3.87	3.87	4.05	6
Nicholas Liadis	0	20.83	4.14	3.59	3.69	3.8	4.04	3.77	3.87	3.87	4.05	6
Nina Marie Barbuto	0	11.17	4.33	3.47	3.47	4.08	4.02	3.87	4.48	3.89	4.04	6
"Barbuto, N."	0	11.17	4.33	3.47	3.47	4.08	4.02	3.87	4.48	3.89	4.04	6
Sae Young Jeong	0	13.45	4.28	4.12	4.26	4.21	4.17	3.94	4.54	3.99	4.02	6
Jon Beckley	0	10.32	4.21	3.79	3.59	3.72	4.15	3.75	4.49	3.93	3.97	6
Athanasios Karamalidis	0	7.62	4.24	3.95	3.92	4.07	4.12	4.08	4.68	3.94	3.92	6
"Karamalidis, A."	0	7.62	4.24	3.95	3.92	4.07	4.12	4.08	4.68	3.94	3.92	6
Daniel Nagin	0	9.73	4.31	4.19	4.14	3.77	4.3	3.94	4.55	3.82	3.92	6
"Nagin, D."	0	9.73	4.31	4.19	4.14	3.77	4.3	3.94	4.55	3.82	3.92	6
Jin Hyuk Choi	0	7.3	3.94	3.99	3.96	3.65	3.8	4.08	4.5	3.93	3.9	6
