Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Wendy Arons	54-446	4	3	2.33	2.33	2.33	3	2.67	4.33	2.33	2	1
"Sissons, N."	54-447	2.38	4.38	4.31	4.31	4.25	4.25	4	4.06	4.19	4.44	4
Narelle Sissons	54-447	2.38	4.38	4.31	4.31	4.25	4.25	4	4.06	4.19	4.44	4
"Zamborsky, B."	54-447	2.38	5	5	4.88	4.88	4.88	4.75	4.88	4.88	4.88	2
Beth Zamborsky	54-447	2.38	5	5	4.88	4.88	4.88	4.75	4.88	4.88	4.88	2
"Zamborsky, B."	54-448	3.33	4.93	4.87	4.87	4.8	4.8	4.87	5	4.87	4.93	3
Beth Zamborsky	54-448	3.33	4.93	4.87	4.87	4.8	4.8	4.87	5	4.87	4.93	3
"Sissons, N."	54-448	2.75	3.75	3.5	3.75	3.5	3.75	3.5	4	3.75	3.5	2
Narelle Sissons	54-448	2.75	3.75	3.5	3.75	3.5	3.75	3.5	4	3.75	3.5	2
"Arons, W."	54-449	2	5	5	5	5	5	5	5	5	4	1
Wendy Arons	54-449	2	5	5	5	5	5	5	5	5	4	1
Susan Tsu	54-450	10.5	3.33	2.07	3	2.8	2.87	2.67	3.6	3	3.07	3
"Tsu, S."	54-450	10.5	3.33	2.07	3	2.8	2.87	2.67	3.6	3	3.07	3
"Limauro, C."	54-451	6.5	3	3	2.5	2.5	2.5	2.5	3.5	3	3	1
Cynthia Limauro	54-451	6.5	3	3	2.5	2.5	2.5	2.5	3.5	3	3	1
"Limauro, C."	54-452	8	4.75	4.25	4.25	4.75	4.5	4	5	4.75	4.25	2
Cynthia Limauro	54-452	8	4.75	4.25	4.25	4.75	4.5	4	5	4.75	4.25	2
"Holcomb, D."	54-453	2.12	4.44	4.38	4.42	4.17	4.33	4.29	4.47	4.45	4.43	6
David Holcomb	54-453	2.12	4.44	4.38	4.42	4.17	4.33	4.29	4.47	4.45	4.43	6
Tina Shackleford	54-454	4.75	4.14	3.58	3.72	3.61	3.92	4.28	4.3	3.75	3.86	6
"Shackleford, T."	54-454	4.75	4.14	3.58	3.72	3.61	3.92	4.28	4.3	3.75	3.86	6
Christine Schott	54-454	5	4	3.5	3.83	4	3.67	3.67	4	2.83	2.83	3
"Schott, C."	54-454	5	4	3.5	3.83	4	3.67	3.67	4	2.83	2.83	3
Tayneshia Jefferson	54-454	5	5	5	5	2	5	5	5	5	4	1
"Holcomb, D."	54-455	7.12	4.48	4.28	4.32	4.29	4.37	4.37	4.49	4.4	4.28	4
David Holcomb	54-455	7.12	4.48	4.28	4.32	4.29	4.37	4.37	4.49	4.4	4.28	4
"Holcomb, D."	54-456	2.33	4.68	4.47	4.51	4.28	4.68	4.53	4.72	4.67	4.35	6
David Holcomb	54-456	2.33	4.68	4.47	4.51	4.28	4.68	4.53	4.72	4.67	4.35	6
"Harris, J."	54-458	17.33	4.17	3.83	3.83	3.67	4.17	4	3.17	4.17	4.5	3
Jed Harris	54-458	17.33	4.17	3.83	3.83	3.67	4.17	4	3.17	4.17	4.5	3
"Shea, L."	54-459	8	4.17	3.67	3.83	3.5	4.17	4	4.33	3.67	4	3
Lawrence Shea	54-459	8	4.17	3.67	3.83	3.5	4.17	4	4.33	3.67	4	3
"Weems, M."	54-459	8.75	3.5	3.75	3.75	3.5	3.75	3.75	3.75	3.5	3.5	2
Marianne Weems	54-459	8.75	3.5	3.75	3.75	3.5	3.75	3.75	3.75	3.5	3.5	2
"Sissons, N."	54-459	8	3.75	3.5	3.25	3.25	3.25	3.5	4.25	3.5	3.25	2
Narelle Sissons	54-459	8	3.75	3.5	3.25	3.25	3.25	3.5	4.25	3.5	3.25	2
Gregory Lehane	54-459	6.5	4	2	2	3	2	2	4	2	1	1
"Lehane, G."	54-459	6.5	4	2	2	3	2	2	4	2	1	1
"Sissons, N."	54-460	10.25	3.75	3.88	3.88	3.88	3.75	3.62	4.12	3.75	3.75	4
Narelle Sissons	54-460	10.25	3.75	3.88	3.88	3.88	3.75	3.62	4.12	3.75	3.75	4
"Shea, L."	54-460	11	3.67	3.67	3.33	3.67	3.5	3.5	3.33	3.5	3.33	3
Lawrence Shea	54-460	11	3.67	3.67	3.33	3.67	3.5	3.5	3.33	3.5	3.33	3
"Weems, M."	54-460	13.25	4.5	4.25	4.25	4.5	4.5	4.25	3.25	4.25	4.25	2
Marianne Weems	54-460	13.25	4.5	4.25	4.25	4.5	4.5	4.25	3.25	4.25	4.25	2
"Manson, C."	54-460	6.5	3.5	3.5	3.5	4	4	3	3	3	3	1
Caden Manson	54-460	6.5	3.5	3.5	3.5	4	4	3	3	3	3	1
Gregory Lehane	54-460	9.5	3	3	3	3	3	3	3	3	3	1
"Lehane, G."	54-460	9.5	3	3	3	3	3	3	3	3	3	1
"Holcomb, D."	54-462	19.21	4.08	4.08	3.83	3.96	4.25	4.17	4.25	4.08	4.5	4
David Holcomb	54-462	19.21	4.08	4.08	3.83	3.96	4.25	4.17	4.25	4.08	4.5	4
"Boevers, D."	54-464	4.1	3.82	3.5	3.66	3.38	3.99	3.78	3.82	3.74	3.86	8
David Boevers	54-464	4.1	3.82	3.5	3.66	3.38	3.99	3.78	3.82	3.74	3.86	8
"Holmes, A."	54-465	5	5	4	3	5	5	4	5	5	4	1
Abigail Holmes	54-465	5	5	4	3	5	5	4	5	5	4	1
"Holmes, A."	54-466	8	4.33	3.67	3.67	4.67	4.67	4.33	4.67	4.67	4.67	1
Abigail Holmes	54-466	8	4.33	3.67	3.67	4.67	4.67	4.33	4.67	4.67	4.67	1
Susan Tsu	54-467	9	3.78	3	2.89	3.33	3.33	3.22	4	3.67	3.67	3
"Tsu, S."	54-467	9	3.78	3	2.89	3.33	3.33	3.22	4	3.67	3.67	3
Daniel Fallon	54-468	4.42	4.19	4.04	3.84	3.49	3.81	3.65	4.05	3.64	3.28	4
Brett Crawford	54-468	5	4.33	2.67	3.33	4.67	4.33	4.67	4.67	4.33	3.67	1
"Crawford, B."	54-468	5	4.33	2.67	3.33	4.67	4.33	4.67	4.67	4.33	3.67	1
Dan Martin	54-468	2	4.17	3.5	3.5	3	3.83	3.83	4.67	4	3.33	1
"Limauro, C."	54-469	3.42	4.17	3.95	4.03	4.17	4.39	4.03	4.36	3.92	3.86	6
Cynthia Limauro	54-469	3.42	4.17	3.95	4.03	4.17	4.39	4.03	4.36	3.92	3.86	6
Susan Tsu	54-473	10.99	4.79	3.9	4.31	4.39	4.54	4.08	4.69	4.1	4.48	5
"Tsu, S."	54-473	10.99	4.79	3.9	4.31	4.39	4.54	4.08	4.69	4.1	4.48	5
Molly Mccarter	54-475	5	4.75	3.5	4.75	3.75	4.25	4.5	5	4.75	4.75	2
"Boevers, D."	54-477	6.67	3.36	3.11	3.22	3.17	3.42	3.39	3.17	3.31	3.39	6
David Boevers	54-477	6.67	3.36	3.11	3.22	3.17	3.42	3.39	3.17	3.31	3.39	6
"Werner, C."	54-478	4	4.67	4.56	4.56	4.78	4.67	4.78	5	4.78	4.56	3
Christopher Werner	54-478	4	4.67	4.56	4.56	4.78	4.67	4.78	5	4.78	4.56	3
Robert Thomson	54-478	4	4.75	3.92	4.08	4.25	4.5	4.25	4.5	4.08	4.33	2
"Thomson, R."	54-478	4	4.75	3.92	4.08	4.25	4.5	4.25	4.5	4.08	4.33	2
"Limauro, C."	54-478	4	2.67	2.67	2	2.33	3	1.67	4	2.67	2.33	1
Cynthia Limauro	54-478	4	2.67	2.67	2	2.33	3	1.67	4	2.67	2.33	1
Robert Thomson	54-479	5	3.5	4	4	3	4	3.5	4	4	4	1
"Thomson, R."	54-479	5	3.5	4	4	3	4	3.5	4	4	4	1
"Limauro, C."	54-479	13	4.5	3.5	3	3.5	3.5	3.5	4.5	4	3.5	1
Cynthia Limauro	54-479	13	4.5	3.5	3	3.5	3.5	3.5	4.5	4	3.5	1
Kevin Hines	54-480	7.4	4.2	3.5	3.5	4.1	4.2	4	4.3	4.1	4.2	5
"Hines, K."	54-480	7.4	4.2	3.5	3.5	4.1	4.2	4	4.3	4.1	4.2	5
Tayneshia Jefferson	54-486	6.5	4.5	3	3.5	3	4	4	4.5	4.5	4	1
"Arons, W."	54-488	14.75	3.25	3.75	3.75	3.25	3.75	3.75	4.5	3.75	4	2
Wendy Arons	54-488	14.75	3.25	3.75	3.75	3.25	3.75	3.75	4.5	3.75	4	2
"Werner, C."	54-491	9	5	4.67	4.83	4.61	5	5	5	4.83	4.72	3
Christopher Werner	54-491	9	5	4.67	4.83	4.61	5	5	5	4.83	4.72	3
Robert Thomson	54-491	9.5	4.08	4.17	4.17	4	4.67	4.08	4.42	4.08	3.83	2
"Thomson, R."	54-491	9.5	4.08	4.17	4.17	4	4.67	4.08	4.42	4.08	3.83	2
"Holmes, A."	54-491	5	4.5	4	4	4.5	4.5	3.5	4.5	4.5	4.5	1
Abigail Holmes	54-491	5	4.5	4	4	4.5	4.5	3.5	4.5	4.5	4.5	1
Donald Wadsworth	54-493	5.06	4.71	4.62	4.62	4.56	4.75	4.71	4.65	4.62	4.52	8
"Wadsworth, D."	54-493	5.06	4.71	4.62	4.62	4.56	4.75	4.71	4.65	4.62	4.52	8
"Shea, L."	54-498	10.1	3.9	2.9	3	3.7	3.5	3	4.1	3.4	3.4	5
Lawrence Shea	54-498	10.1	3.9	2.9	3	3.7	3.5	3	4.1	3.4	3.4	5
"Momeni, A."	54-498	11.75	4.25	2.75	2.75	4.25	4	3.25	4.5	4	3.5	2
Ali Momeni	54-498	11.75	4.25	2.75	2.75	4.25	4	3.25	4.5	4	3.5	2
Gary Kline	54-500	4.11	4.78	4.63	4.63	4.68	4.74	4.75	4.53	4.66	4.7	14
"Kline, G."	54-500	4.11	4.78	4.63	4.63	4.68	4.74	4.75	4.53	4.66	4.7	14
Claudia Benack	54-500	5.1	4.28	4.43	4.36	4.35	4.36	4.37	4.25	4.3	4.37	14
Richard Teaster	54-500	5	5	5	5	5	5	5	4.67	5	5	3
"Shea, L."	54-503	7.4	3.8	4	3.8	4.4	4	4	3.8	3.8	3.6	1
Lawrence Shea	54-503	7.4	3.8	4	3.8	4.4	4	4	3.8	3.8	3.6	1
"Pino, J."	54-505	2.3	4.31	4.31	4.29	3.94	4.11	4.21	4.42	4.36	4.3	14
Joseph Pino	54-505	2.3	4.31	4.31	4.29	3.94	4.11	4.21	4.42	4.36	4.3	14
"Pino, J."	54-509	7.44	4.04	3.5	3.81	3.6	3.92	3.4	4.04	3.44	3.69	8
Joseph Pino	54-509	7.44	4.04	3.5	3.81	3.6	3.92	3.4	4.04	3.44	3.69	8
"Evans, C."	54-509	7.2	3.8	2.37	2.9	3.37	4.1	3.43	3.7	3.07	3.7	5
"Russman, B."	54-511	12.72	4.83	4.5	4.5	4.33	4.83	4.06	3	4	4.5	3
Brian Russman	54-511	12.72	4.83	4.5	4.5	4.33	4.83	4.06	3	4	4.5	3
"Russman, B."	54-512	9.2	5	4.9	4.9	5	5	5	4.7	5	5	2
Brian Russman	54-512	9.2	5	4.9	4.9	5	5	5	4.7	5	5	2
"Russman, B."	54-513	8	5	5	5	5	5	5	5	5	5	1
Brian Russman	54-513	8	5	5	5	5	5	5	5	5	5	1
"Weems, M."	54-515	2.5	5	4.83	4.67	5	5	4.67	5	5	4.92	6
Marianne Weems	54-515	2.5	5	4.83	4.67	5	5	4.67	5	5	4.92	6
"Manson, C."	54-515	5	5	5	5	5	5	5	5	5	5	1
Caden Manson	54-515	5	5	5	5	5	5	5	5	5	5	1
"Harris, J."	54-517	2.04	4.5	4.34	4.25	4.24	4.46	4.22	4.26	4.29	4.04	8
Jed Harris	54-517	2.04	4.5	4.34	4.25	4.24	4.46	4.22	4.26	4.29	4.04	8
"Harris, J."	54-518	2.08	4.17	3.85	3.89	3.86	3.93	3.94	3.98	3.91	3.9	6
Jed Harris	54-518	2.08	4.17	3.85	3.89	3.86	3.93	3.94	3.98	3.91	3.9	6
Randy Kovitz	54-519	4.5	4.55	4.05	4.26	3.79	4.62	4.24	4.02	4.12	4.19	7
"Kovitz, R."	54-519	4.5	4.55	4.05	4.26	3.79	4.62	4.24	4.02	4.12	4.19	7
Randy Kovitz	54-520	4.1	4	3.6	3.6	3.9	3.5	3.8	4.1	3.4	3.5	5
"Kovitz, R."	54-520	4.1	4	3.6	3.6	3.9	3.5	3.8	4.1	3.4	3.5	5
Eric Singer	54-521	8.75	4.75	4	4.5	5	4.75	4.5	5	4	4	1
"Rivas, M."	54-522	5	5	4.75	5	5	4.75	5	5	5	4.25	2
Megan Rivas	54-522	5	5	4.75	5	5	4.75	5	5	5	4.25	2
"Harris, J."	54-522	5	4.5	3.75	4.25	3.75	4.25	3.75	3	3.5	4.25	2
Jed Harris	54-522	5	4.5	3.75	4.25	3.75	4.25	3.75	3	3.5	4.25	2
Barbara Anderson	54-523	2	4	4	4	3	4	4	4	3	4	1
"Limauro, C."	54-524	3.88	3.83	3.5	3.5	3.83	3.17	2.67	3.67	3.67	3.67	4
Cynthia Limauro	54-524	3.88	3.83	3.5	3.5	3.83	3.17	2.67	3.67	3.67	3.67	4
"Brown, C."	54-525	7.25	4	3.75	4	4.25	4.25	3.75	4.25	4.25	4	2
Christian Brown	54-525	7.25	4	3.75	4	4.25	4.25	3.75	4.25	4.25	4	2
Mladen Kiselov	54-526	2	5	4.67	4.67	4	4.67	4.67	4.67	4.33	4.33	1
"Brown, C."	54-527	4.39	4.5	4.47	4.43	4.21	4.43	4.37	4.55	4.63	4.37	6
Christian Brown	54-527	4.39	4.5	4.47	4.43	4.21	4.43	4.37	4.55	4.63	4.37	6
"Holmes, A."	54-527	2	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	1
Abigail Holmes	54-527	2	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	1
"Limauro, C."	54-527	2	3	3	3	3	3	3	3	3	3	1
Cynthia Limauro	54-527	2	3	3	3	3	3	3	3	3	3	1
"Russman, B."	54-533	8	5	5	5	5	5	5	5	5	5	1
Brian Russman	54-533	8	5	5	5	5	5	5	5	5	5	1
"Russman, B."	54-534	7	4.33	4.67	4.67	4.67	4.67	4	4.33	4.33	4.33	1
Brian Russman	54-534	7	4.33	4.67	4.67	4.67	4.67	4	4.33	4.33	4.33	1
"Russman, B."	54-535	8	5	5	5	5	5	5	5	4.75	4.75	2
Brian Russman	54-535	8	5	5	5	5	5	5	5	4.75	4.75	2
"Russman, B."	54-537	6.5	5	5	5	5	4.5	5	4.5	5	4.5	2
Brian Russman	54-537	6.5	5	5	5	5	4.5	5	4.5	5	4.5	2
"Russman, B."	54-538	6	4.83	5	5	4.83	4.67	5	4.5	5	4.67	2
Brian Russman	54-538	6	4.83	5	5	4.83	4.67	5	4.5	5	4.67	2
"Russman, B."	54-539	11.92	5	5	4.83	4.92	4.5	4.42	3.75	4.33	4.75	3
Brian Russman	54-539	11.92	5	5	4.83	4.92	4.5	4.42	3.75	4.33	4.75	3
"Boevers, D."	54-550	5	5	5	5	5	5	5	5	5	5	1
David Boevers	54-550	5	5	5	5	5	5	5	5	5	5	1
Randy Kovitz	54-561	2.75	4.75	4.75	4.75	4.67	4.67	4.67	4.67	4.67	4.67	1
"Kovitz, R."	54-561	2.75	4.75	4.75	4.75	4.67	4.67	4.67	4.67	4.67	4.67	1
Richard Rauh	54-561	2.75	3	3	2.75	2.5	3.25	2.75	3.75	2.75	3.75	1
"Rauh, R."	54-561	2.75	3	3	2.75	2.5	3.25	2.75	3.75	2.75	3.75	1
Norman Frisch	54-584	8	4.17	3	3	3	3.83	3.17	4.33	3.5	3.83	1
"Rivas, M."	54-588	24	5	5	5	5	5	5	5	5	5	2
Megan Rivas	54-588	24	5	5	5	5	5	5	5	5	5	2
"Arons, W."	54-588	12.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	2
Wendy Arons	54-588	12.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	2
Norman Frisch	54-588	16	1.5	1	1	1	2	2	1.5	1.5	2	1
"Russman, B."	54-591	14	5	4.5	5	5	5	5	5	5	5	1
Brian Russman	54-591	14	5	4.5	5	5	5	5	5	5	5	1
Richard Rauh	54-593	4.4	4.2	4.6	4.2	3.2	4.6	4.4	4.6	4.4	4.8	1
"Rauh, R."	54-593	4.4	4.2	4.6	4.2	3.2	4.6	4.4	4.6	4.4	4.8	1
Richard Rauh	54-594	4.25	4	3.75	3	3	3.75	3.75	4.5	3.25	4.25	1
"Rauh, R."	54-594	4.25	4	3.75	3	3	3.75	3.75	4.5	3.25	4.25	1
Richard Rauh	54-595	3.21	3.9	3.93	3.77	3.56	3.85	3.88	4.07	3.68	3.85	3
"Rauh, R."	54-595	3.21	3.9	3.93	3.77	3.56	3.85	3.88	4.07	3.68	3.85	3
Richard Rauh	54-596	2.82	3.88	3.71	3.45	3	3.75	3.57	4.13	3.57	3.67	2
"Rauh, R."	54-596	2.82	3.88	3.71	3.45	3	3.75	3.57	4.13	3.57	3.67	2
Richard Rauh	54-598	3.13	3.8	3.5	3.3	3.1	3.8	3.7	3.9	3.5	3.4	1
"Rauh, R."	54-598	3.13	3.8	3.5	3.3	3.1	3.8	3.7	3.9	3.5	3.4	1
Richard Rauh	54-599	2.5	3.75	3.75	3.67	3.42	3.83	3.83	3.92	3.75	3.83	2
"Rauh, R."	54-599	2.5	3.75	3.75	3.67	3.42	3.83	3.83	3.92	3.75	3.83	2
"Limauro, C."	54-604	4.25	4.25	4.67	4.75	4.75	4.5	4.75	4.75	4.75	4	1
Cynthia Limauro	54-604	4.25	4.25	4.67	4.75	4.75	4.5	4.75	4.75	4.75	4	1
"Block, R."	54-605	5.5	4	3	3.17	3.83	3.5	3.5	4.67	4	3.17	2
Richard Block	54-605	5.5	4	3	3.17	3.83	3.5	3.5	4.67	4	3.17	2
"Arons, W."	54-605	2	5	5	5	5	5	5	5	5	5	1
Wendy Arons	54-605	2	5	5	5	5	5	5	5	5	5	1
"Rivas, M."	54-605	6	5	4.33	4.33	4	4.33	4.33	5	5	3.67	1
Megan Rivas	54-605	6	5	4.33	4.33	4	4.33	4.33	5	5	3.67	1
"Chemers, M."	54-609	2	5	4	4	5	5	4	5	5	5	1
Michael Chemers	54-609	2	5	4	4	5	5	4	5	5	5	1
"Manson, C."	54-615	6	5	5	5	5	5	5	5	5	4.67	3
Caden Manson	54-615	6	5	5	5	5	5	5	5	5	4.67	3
"Pino, J."	54-666	5.28	4.03	4.3	4.29	3.89	4.22	4.31	4.21	4.13	4.12	7
Joseph Pino	54-666	5.28	4.03	4.3	4.29	3.89	4.22	4.31	4.21	4.13	4.12	7
"Handel, R."	54-700	5.6	4.08	4.22	4.17	3.95	4.53	3.85	4.06	4.14	4.08	2
Robert Handel	54-700	5.6	4.08	4.22	4.17	3.95	4.53	3.85	4.06	4.14	4.08	2
Peter Roth	54-701	6.2	4.2	4.2	4	4.2	4	4	4.6	3.8	4.2	1
Barbara Jwanouskos	54-701	14.33	4.67	3	4	4.67	4.33	4.33	4	3.67	3.67	1
Thomas Douglas	54-702	2	4.2	4	4.3	4.1	4.4	4.4	4.5	4.4	4.4	5
"Douglas, T."	54-702	2	4.2	4	4.3	4.1	4.4	4.4	4.5	4.4	4.4	5
Deana Muro	54-702	4	3.92	4.17	4.42	3.75	3.92	4.17	4.08	3.92	3.92	2
"Holcomb, D."	54-703	7.51	4	4	4.04	4.05	4	3.99	4.35	4.15	3.99	17
David Holcomb	54-703	7.51	4	4	4.04	4.05	4	3.99	4.35	4.15	3.99	17
"Brown, C."	54-703	9.12	4	4.38	4.25	3.88	4.25	4.12	4.12	4.12	4.25	4
Christian Brown	54-703	9.12	4	4.38	4.25	3.88	4.25	4.12	4.12	4.12	4.25	4
Susan Tsu	54-703	8	2.75	3	2.83	3.42	3.08	3.25	3.67	3.83	2.83	4
"Tsu, S."	54-703	8	2.75	3	2.83	3.42	3.08	3.25	3.67	3.83	2.83	4
"Handel, R."	54-703	4	4.67	4.67	4.67	4.67	4.67	4.67	4.67	4.67	4.67	3
Robert Handel	54-703	4	4.67	4.67	4.67	4.67	4.67	4.67	4.67	4.67	4.67	3
"Weems, M."	54-703	6.5	5	5	5	5	5	5	5	5	5	2
Marianne Weems	54-703	6.5	5	5	5	5	5	5	5	5	5	2
"Holcomb, D."	54-704	8	3.9	4.04	3.99	3.97	3.9	3.92	3.96	3.97	3.92	19
David Holcomb	54-704	8	3.9	4.04	3.99	3.97	3.9	3.92	3.96	3.97	3.92	19
"Brown, C."	54-704	8.6	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	5
Christian Brown	54-704	8.6	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	5
"Handel, R."	54-704	6.62	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4
Robert Handel	54-704	6.62	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4.33	4
Susan Tsu	54-704	9	3.5	3.5	3.17	3.17	3.33	3.33	3.5	3.33	3.33	3
"Tsu, S."	54-704	9	3.5	3.5	3.17	3.17	3.33	3.33	3.5	3.33	3.33	3
"Manson, C."	54-704	11	5	5	5	5	5	5	5	5	5	1
Caden Manson	54-704	11	5	5	5	5	5	5	5	5	5	1
Bernard Carter	54-705	3	4.33	2.33	2.5	3	4	3.83	4.17	3.33	3.17	3
Laci Corridor	54-707	6.5	5	5	5	5	5	5	5	5	5	1
Megan Morrison	54-707	11	4.5	4.5	4.5	5	4.5	4.5	4.5	4.5	4.5	1
"Handel, R."	54-708	6	4.67	4.67	4.67	4	4.67	4.33	5	4.67	4.33	1
Robert Handel	54-708	6	4.67	4.67	4.67	4	4.67	4.33	5	4.67	4.33	1
"Handel, R."	54-709	6.61	4.4	3.86	3.75	4.1	4.3	4.19	4.27	4.14	4.05	7
Robert Handel	54-709	6.61	4.4	3.86	3.75	4.1	4.3	4.19	4.27	4.14	4.05	7
"Harris, J."	54-709	6.51	4.28	3.46	3.56	3.85	4.17	4	4.19	3.95	3.96	7
Jed Harris	54-709	6.51	4.28	3.46	3.56	3.85	4.17	4	4.19	3.95	3.96	7
"Harris, J."	54-710	6.93	3.99	3.86	3.74	3.75	4.04	3.88	3.92	3.83	4	7
Jed Harris	54-710	6.93	3.99	3.86	3.74	3.75	4.04	3.88	3.92	3.83	4	7
"Handel, R."	54-710	7.18	4.38	4.26	4.25	4.25	4.5	4.37	4.39	4.34	4.34	6
Robert Handel	54-710	7.18	4.38	4.26	4.25	4.25	4.5	4.37	4.39	4.34	4.34	6
Susan Tsu	54-711	9.2	4	3.6	3.8	4.2	4.2	4.2	4.4	4	4	1
"Tsu, S."	54-711	9.2	4	3.6	3.8	4.2	4.2	4.2	4.4	4	4	1
Susan Tsu	54-712	10.03	4.33	2.6	2.7	3.42	3.77	3.04	4.2	3.26	3.24	3
"Tsu, S."	54-712	10.03	4.33	2.6	2.7	3.42	3.77	3.04	4.2	3.26	3.24	3
Carlyn Aquiline	54-713	6.29	4.17	3.95	3.74	3.67	4.45	4.1	4.17	4.1	3.74	7
Susan Tsu	54-714	9	4	3.58	3.83	4.17	3.92	4	4.17	4	4.25	3
"Tsu, S."	54-714	9	4	3.58	3.83	4.17	3.92	4	4.17	4	4.25	3
"Pickett, S."	54-715	8	4.5	4	4	4	4.5	4.5	5	4.5	4	1
Sarah Pickett	54-715	8	4.5	4	4	4	4.5	4.5	5	4.5	4	1
"Pino, J."	54-715	8	5	4.5	4	4	4.5	4	5	4.5	4	1
Joseph Pino	54-715	8	5	4.5	4	4	4.5	4	5	4.5	4	1
Gregory Lehane	54-717	4.88	4.04	3.23	3.29	3.62	4.06	3.23	3.52	3.62	3.35	4
"Lehane, G."	54-717	4.88	4.04	3.23	3.29	3.62	4.06	3.23	3.52	3.62	3.35	4
Gregory Lehane	54-718	4.8	3.3	2.9	2.93	3.43	3.23	3.3	3.37	3.17	3.03	5
"Lehane, G."	54-718	4.8	3.3	2.9	2.93	3.43	3.23	3.3	3.37	3.17	3.03	5
"Zamborsky, B."	54-719	4.62	4.38	4.38	4.38	4	4.38	4.38	4.5	4.38	4.38	2
Beth Zamborsky	54-719	4.62	4.38	4.38	4.38	4	4.38	4.38	4.5	4.38	4.38	2
"Zamborsky, B."	54-720	6	4.54	4.12	4.38	4.04	4.12	4.38	4.67	4.04	3.92	2
Beth Zamborsky	54-720	6	4.54	4.12	4.38	4.04	4.12	4.38	4.67	4.04	3.92	2
Gregory Lehane	54-721	5.19	4	4.06	4.12	4.5	4.38	4.31	4.12	4.25	4.06	8
"Lehane, G."	54-721	5.19	4	4.06	4.12	4.5	4.38	4.31	4.12	4.25	4.06	8
Gregory Lehane	54-722	5	3	1	2	1	4	1	2	2	2	1
"Lehane, G."	54-722	5	3	1	2	1	4	1	2	2	2	1
Molly Mccarter	54-723	5.75	4.88	4.5	4.62	4.75	4.62	4.38	4.75	4.5	4.62	4
"Limauro, C."	54-724	4.81	4.87	4.73	4.6	4.8	4.8	4.65	4.83	4.72	4.82	5
Cynthia Limauro	54-724	4.81	4.87	4.73	4.6	4.8	4.8	4.65	4.83	4.72	4.82	5
Kevin Hines	54-726	5.5	4.92	3.75	4.58	4.67	4.25	4.58	5	4.92	4.5	3
"Hines, K."	54-726	5.5	4.92	3.75	4.58	4.67	4.25	4.58	5	4.92	4.5	3
"Brown, C."	54-729	2	5	5	5	5	5	5	5	5	5	1
Christian Brown	54-729	2	5	5	5	5	5	5	5	5	5	1
"Mundell, A."	54-731	15.3	4.97	3.71	4.43	4.42	4.48	4.59	4.47	4.65	4.63	6
Anne Mundell	54-731	15.3	4.97	3.71	4.43	4.42	4.48	4.59	4.47	4.65	4.63	6
"Block, R."	54-732	19.5	4.17	4.5	4	4.17	4.17	3.83	4.17	4.17	4.17	3
Richard Block	54-732	19.5	4.17	4.5	4	4.17	4.17	3.83	4.17	4.17	4.17	3
"Sissons, N."	54-732	22.5	4.75	4.75	4.75	4.75	4.75	4.5	4.5	4.75	4.75	2
Narelle Sissons	54-732	22.5	4.75	4.75	4.75	4.75	4.75	4.5	4.5	4.75	4.75	2
"Mundell, A."	54-732	22.5	5	4.5	4.5	4.5	4.5	4	5	4.5	4.5	2
Anne Mundell	54-732	22.5	5	4.5	4.5	4.5	4.5	4	5	4.5	4.5	2
Shirley Saldamarco	54-733	6.5	4.75	5	5	5	4.75	4.75	5	4.75	4.75	1
"Saldamarco, S."	54-733	6.5	4.75	5	5	5	4.75	4.75	5	4.75	4.75	1
"Shea, L."	54-735	7.5	3.88	3.38	3.88	4	4.75	3.88	4.62	3.88	3.75	2
Lawrence Shea	54-735	7.5	3.88	3.38	3.88	4	4.75	3.88	4.62	3.88	3.75	2
"Weems, M."	54-735	6.95	3.6	3.45	3.7	3.9	4.03	3.77	3.5	3.77	3.35	2
Marianne Weems	54-735	6.95	3.6	3.45	3.7	3.9	4.03	3.77	3.5	3.77	3.35	2
"Sissons, N."	54-735	6.65	3.42	3.2	3.45	3.62	3.67	3.73	3.65	3.65	3.35	2
Narelle Sissons	54-735	6.65	3.42	3.2	3.45	3.62	3.67	3.73	3.65	3.65	3.35	2
Gregory Lehane	54-735	8	3.33	3	3	3	3.33	3.33	3.33	3.33	2.67	1
"Lehane, G."	54-735	8	3.33	3	3	3	3.33	3.33	3.33	3.33	2.67	1
"Sissons, N."	54-736	9.45	3.8	3.25	3.68	3.8	3.83	3.52	4	3.55	3.85	5
Narelle Sissons	54-736	9.45	3.8	3.25	3.68	3.8	3.83	3.52	4	3.55	3.85	5
"Weems, M."	54-736	8.83	4.03	4.03	4.14	3.83	4.11	3.92	3.86	4.03	3.67	3
